AREANM,AREACD,time1,time2,time3,time4,time5
Tewkesbury,E07000083,19.75035233,17.8433954,18.63411052,18.28903271,17.27865135
Thanet,E07000114,19.88480199,19.05351044,18.96008292,17.63851189,16.33629817
Three Rivers,E07000102,20.17880581,20.19256424,20.45461873,20.08547548,18.60006383
Thurrock,E06000034,22.10341894,21.52532334,23.10331836,22.26824053,20.90490727
Tonbridge and Malling,E07000115,21.30516227,20.99139073,20.42250284,19.8312112,18.87296152
Torbay,E06000027,18.13793766,16.84561218,16.80807188,16.37689292,15.47276962
Torfaen,W06000020,21.97580866,19.44145608,18.53861944,18.37151607,17.31101615
Torridge,E07000046,19.50207469,16.96193761,16.30541655,15.67818219,14.88244397
Tower Hamlets,E09000030,25.08235369,20.19293381,20.33804945,19.22506817,17.55485868
Trafford,E08000009,20.5524867,19.90458905,21.35846343,20.59692533,19.51680023
Tunbridge Wells,E07000116,20.38494932,20.55801746,20.17635997,18.79029103,17.67843688
Uttlesford,E07000077,20.60011201,20.32448182,19.86678478,19.74615203,18.47626999
Vale of Glamorgan,W06000014,21.74357761,19.39417562,18.5003594,17.63302419,17.1673683
Vale of White Horse,E07000180,20.29662865,19.18195232,19.27736069,18.28435511,17.16417987
Wakefield,E08000036,21.00519289,18.75572245,19.06253804,18.3770372,17.34840029
Walsall,E08000030,21.94450967,20.95394512,21.62412043,21.15546113,20.30097063
Waltham Forest,E09000031,22.17042893,21.44049104,22.07661728,20.8258826,19.2909047
Wandsworth,E09000032,16.63633054,16.07312142,18.04860418,17.72448284,16.57619828
Warrington,E06000007,21.03033724,19.41297865,18.94133536,18.34815709,17.42609314
Warwick,E07000222,18.65203378,16.81217624,17.20754611,16.80664127,16.59611325
Watford,E07000103,21.27946128,20.23096159,22.31442537,21.51702396,19.86897998
Waverley,E07000216,19.04061801,19.73918596,19.97930101,19.25152397,18.4532233
Wealden,E07000065,19.4968418,18.08392305,17.12377088,16.28084915,15.32608672
Wellingborough,E07000156,21.42313929,19.90783287,20.78185158,19.62776016,18.41683183
Welwyn Hatfield,E07000241,20.50061088,18.51696729,18.66700341,18.88478569,17.63137274
West Berkshire,E06000037,20.98335781,20.22378046,19.96063762,18.79255167,17.79200772
West Devon,E07000047,18.54746955,17.11943081,15.95591413,15.16105095,14.43851813
West Dunbartonshire,S12000039,20.87116823,18.05790109,17.62032986,17.32755037,16.97899116
West Lancashire,E07000127,20.90813288,18.7202935,17.23314816,16.73228908,16.54267454
West Lindsey,E07000142,19.93605875,17.99322464,17.18791175,17.21603534,16.16406389
West Lothian,S12000040,22.02349869,20.51581281,19.48226639,18.14369281,17.73643781
West Oxfordshire,E07000181,20.55168329,18.81067019,18.54644809,17.5151023,16.64576368
West Suffolk,E07000245,20.86152996,18.71555962,19.13953969,18.72146164,17.80298637
Westminster,E09000033,13.63483742,13.75524185,16.79003932,15.33861486,13.9666982
Wigan,E08000010,20.81411072,19.07484991,18.78112657,17.467895,16.57485589
Wiltshire,E06000054,20.39745485,19.46780975,18.9766777,17.79059441,16.66536909
Winchester,E07000094,18.50988978,18.53408318,18.54056881,17.56400843,16.85941746
Windsor and Maidenhead,E06000040,18.98164862,19.54225477,20.26228248,19.25300777,18.04036768
Wirral,E08000015,21.01127016,18.94313743,18.6901171,18.25211635,17.28067053
Woking,E07000217,21.09273285,19.79482885,21.40223591,19.90967722,18.70928747
Wokingham,E06000041,21.32877758,20.18982838,21.09966127,20.15356318,19.14689817
Wolverhampton,E08000031,21.35032953,19.86965506,21.17149095,20.89429168,19.84261543
Worcester,E07000237,20.82643734,18.8993528,18.31565104,17.76746584,17.35589277
Worthing,E07000229,17.89958995,17.74072229,17.7650534,16.0060587,14.82447186
Wrexham,W06000006,20.29117596,18.91199734,19.28433951,18.12398951,17.72484908
Wychavon,E07000238,19.11138775,17.8079481,17.11952254,16.60435002,15.87864996
Wycombe,E07000007,20.83004076,20.38403318,20.92979312,19.91877928,18.89010239
Wyre,E07000128,18.83571229,16.47651162,15.83035883,15.40708467,14.57115527
Wyre Forest,E07000239,19.56521739,17.37974181,17.34776672,17.13791021,16.37535742
York,E06000014,18.40342189,16.02417596,15.59937683,15.25105749,14.68491669
