AREANM,AREACD,Distance,mapvar,Health (Q),Retail (47),Education (P),Manufacturing (C),Public admin (O),"Wholesale (45,46,48)",Food and drink (56),Transport (H),Professional (M),Construction (F),Admin (N),Finance (K),"Other Services (S, T, U)",Arts (R),Information and communication (J),"Agriculture, Electricity, Water, Mining (A,B,D,E)",Real estate (L),Accommodation (55)
Torbay UA,E06000027,lessthantwokm,66.87740621,9.536121386,5.286102514,4.274552729,2.062731184,2.208047105,1.768324904,1.849475353,0.960594852,1.466369744,1.262550011,1.053068619,0.849248887,0.81905337,1.030421982,0.369895071,0.532195968,0.656752472,1.730580509
Torfaen,W06000020,lessthantwokm,60.11071813,5.338561689,4.805474396,3.147265365,7.709262392,5.538469424,1.765851658,1.391665385,1.43523502,0.902147727,2.23230304,1.327592393,1.296837357,0.802193859,0.735557948,0.438259265,0.568968168,1.132810498,0.256291968
Torridge,E07000046,lessthantwokm,42.92305223,3.662842012,3.06908449,2.254673835,3.470272005,0.569686271,1.179491294,0.974885662,0.597769397,0.886624408,1.211586295,0.766268154,0.312926262,0.477413143,0.409211265,0.080237503,1.187515045,0.320950012,0.541603145
Tower Hamlets,E09000030,lessthantwokm,40.8310247,2.497578055,1.9218349,2.76314224,0.548974285,1.281081632,0.611434981,1.67454153,0.955181263,3.870013767,0.758876217,1.579788228,8.585583901,0.557897241,0.677719802,2.28257729,0.153389874,0.62545677,0.279161072
Trafford,E08000009,lessthantwokm,53.93407334,3.996506791,7.454477206,2.956204659,4.037107684,2.127333594,2.667402079,2.21849409,2.075241882,2.476654486,1.651613694,2.564750764,1.422563372,0.847256376,1.329104712,1.402645953,0.69940784,0.523215284,0.312550272
Tunbridge Wells,E07000116,lessthantwokm,44.80025994,5.00749138,4.252937885,3.216780692,1.306929978,0.572233153,1.752802498,1.148076611,0.776215319,1.389966966,0.875498673,0.89174504,1.956784663,0.714840154,0.415184938,0.687762875,0.463924039,0.406159178,0.198566709
Uttlesford,E07000077,lessthantwokm,33.99586736,1.628456165,2.026960543,2.654235954,1.832628161,0.686313097,1.419364361,1.397225229,3.854668897,1.116796222,1.114336318,1.188133425,0.408343993,0.435402932,0.3443865,0.3443865,0.437862835,0.228771032,0.4132638
Vale of White Horse,E07000180,lessthantwokm,43.2946769,2.561852957,2.537925314,3.56043325,2.265150186,1.158097912,2.073729043,1.089505336,0.934773246,3.956036944,1.279331302,1.256998836,0.465791447,0.555121313,0.550335785,1.903045191,0.912440779,0.341367704,0.220134314
Wakefield,E08000036,lessthantwokm,54.31562432,5.483443534,6.099820031,2.923008972,4.497241138,2.371895869,3.104955403,1.731128002,2.379147357,1.089041683,1.764748538,1.574891392,0.71130507,0.769316976,0.667136915,0.529358639,0.648019355,0.536610127,0.306540183
Walsall,E08000030,lessthantwokm,63.04525033,6.438740498,6.643475953,4.72408106,7.670944627,2.181001308,3.516521014,1.799965877,2.49000019,1.020833728,2.384788914,1.736459972,1.211351444,0.852116548,0.76396656,0.352599951,0.926048796,0.745009573,0.222744593
Waltham Forest,E09000031,lessthantwokm,47.89326901,6.511142936,4.362955705,5.509911811,1.574081053,1.908243511,1.905731012,1.620562297,1.871812266,1.104243612,1.04394362,1.344187332,0.613049923,0.844199895,0.576618678,0.336674958,0.249993719,0.685912414,0.128137484
Wandsworth,E09000032,lessthantwokm,50.71145579,8.203658434,4.323526932,5.396611312,0.791536711,1.867149962,1.315856023,2.474079069,2.129309618,2.780915451,1.117761106,1.720475428,0.728314929,1.341987693,1.066340723,1.045266796,0.176178033,1.011548512,0.155947062
Warrington UA,E06000007,lessthantwokm,51.76148474,5.89183288,5.569514964,2.776093022,2.710243125,2.20943733,2.658256364,1.766683418,2.393123884,1.928708822,1.725960455,1.919177916,0.92103211,0.913234096,0.662831199,1.729426239,1.92697593,0.375171123,0.331848822
Warwick,E07000222,lessthantwokm,46.55379658,4.299122785,2.965397304,2.875885527,2.980742181,1.728856039,2.27487788,1.438582133,1.760824531,2.190481062,0.852919363,1.122733434,0.552415539,0.988465768,0.672617069,0.984629549,1.406613641,0.356768369,0.401524258
Watford,E07000103,lessthantwokm,50.91917806,4.62585297,7.05959676,2.445342251,1.768765344,1.496201504,2.176644565,1.235236125,1.933076878,1.718505345,1.273897663,1.484603043,1.212039203,0.790628444,0.780963059,1.235236125,0.268697686,0.400146914,0.318957685
Waverley,E07000216,lessthantwokm,39.14733828,3.755049404,3.574882892,4.121071896,1.335128677,0.419124201,1.299095374,1.198581426,0.720666047,1.720116065,1.005139487,0.916004476,0.809801058,1.003242997,0.680839766,0.906522028,0.309127804,0.384987388,0.238957689
Wealden,E07000065,lessthantwokm,37.91711135,3.443614372,2.664532195,2.712557809,1.871220206,0.617218072,1.791177517,1.481679118,0.659907506,0.953397367,1.641764497,0.812877979,0.352187834,0.75773746,0.711490573,0.32906439,0.601209534,0.256136606,0.359302739
Wellingborough,E07000156,lessthantwokm,54.75997217,2.794526902,4.328038033,3.139494434,7.534206865,1.588589981,4.452690167,1.26101577,2.756841373,1.188543599,1.930658627,1.672657699,0.947935993,0.579777366,0.823283859,0.556586271,0.5942718,0.359461967,0.165236549
Welwyn Hatfield,E07000241,lessthantwokm,39.18907136,3.002470571,4.409242843,3.323644819,1.597151577,1.334108414,1.726493242,0.941723587,1.043452986,1.393692777,0.998401395,0.989681732,0.399651213,0.462142131,0.601656736,1.273070775,0.42726348,0.260136608,0.155500654
West Berkshire UA,E06000037,lessthantwokm,41.8450986,2.49785653,3.148328094,3.064875679,2.595027151,1.601600457,2.170905973,1.206058874,0.978565304,1.409545584,1.196913404,1.26550443,0.45841669,0.627607888,0.643612461,2.595027151,0.643612461,0.451557588,0.470991712
West Devon,E07000047,lessthantwokm,39.21047811,3.004213226,2.491298773,2.289796666,1.950906759,0.650302253,1.218171826,1.529584173,0.686939,0.74189412,0.943396226,0.430481773,0.293093973,0.5495512,0.39842462,0.169444953,0.705257373,0.256457227,1.254808573
West Lancashire,E07000127,lessthantwokm,51.40902983,5.042421325,3.816916381,3.750727079,4.992277915,1.169344325,2.453015625,1.757025092,1.985679042,1.107166496,1.452153158,1.271636881,1.024931304,0.762179835,0.545560302,0.320917825,1.404015484,0.168481858,0.294843252
West Lindsey,E07000142,lessthantwokm,39.7814521,3.036095447,1.978400076,2.822644876,2.577336009,1.841409411,1.181942719,0.946191341,0.78371404,0.633980057,1.334862531,0.637165886,0.101946542,0.516104368,0.481060244,0.248494696,1.159641912,0.181592278,0.11468986
West Oxfordshire,E07000181,lessthantwokm,44.5250077,2.497689227,2.929033583,2.573687994,3.122111533,0.942795522,1.807538256,0.955119647,0.877066858,1.24062853,1.21187224,0.844202526,0.419020232,0.683988909,0.630584369,0.749717572,0.583341892,0.328643319,0.437506419
West Suffolk,E07000245,lessthantwokm,45.81382689,3.148611867,2.697876973,1.818181818,3.064779532,1.957539467,1.794229722,1.049537289,0.962438759,0.897114861,0.945019053,0.919978225,0.433315188,1.952095808,0.792596625,0.268916712,0.64235166,0.300489929,0.769733261
Westminster,E09000033,lessthantwokm,44.40066313,2.053050143,4.628844642,2.236165123,0.572856422,3.549547447,0.709634903,3.062156123,0.760776668,6.446779957,0.729885669,2.115346992,3.660240195,1.561025169,1.646490268,3.789467542,0.289688928,1.155666611,1.223798426
Wigan,E08000010,lessthantwokm,62.02099738,6.374566082,5.72517145,4.046228092,5.427990856,2.766065532,2.542545085,1.84319702,2.17847769,1.17178901,2.571331809,1.869443739,0.721361443,0.975361951,1.15654898,0.432647532,0.558801117,0.598594531,0.204893743
Wiltshire UA,E06000054,lessthantwokm,45.7854654,3.187725583,2.885683565,2.47076617,2.982497624,2.392690315,1.686884595,1.180060765,0.894526213,1.28356704,1.07655449,1.0252475,0.559023115,0.530915808,0.536715728,0.68215989,0.531808103,0.369410327,0.636206673
Winchester,E07000094,lessthantwokm,37.55126183,3.292586751,2.634069401,2.302839117,1.911146162,2.041272345,1.021293375,1.318349106,1.022607781,1.925604627,1.148790747,1.163249211,1.175078864,0.540220821,0.595425868,1.762618297,0.513932702,0.251051525,0.427181914
Windsor and Maidenhead UA,E06000040,lessthantwokm,44.24697931,3.79054777,3.78141392,3.391268039,1.700200945,1.346590464,1.525352958,1.865915081,1.445757979,1.782405595,0.874239933,1.474464365,0.733317675,1.123463556,1.30222605,1.946814896,0.564993867,0.614577625,0.726793497
Wirral,E08000015,lessthantwokm,66.05403012,10.66164748,5.634189548,5.689105403,4.573073516,3.885739593,1.841452613,2.112488928,1.777679362,2.292294066,1.82639504,1.855624446,0.859167405,1.235606732,0.868024801,0.469441984,0.652790079,0.859167405,0.364038973
Woking,E07000217,lessthantwokm,44.58989155,3.693558165,4.147113636,2.885241485,2.270022678,1.313514606,1.598670768,1.261872151,1.275344096,2.270022678,1.041830388,1.598670768,0.655634641,0.864449783,1.544782989,1.306778633,0.235759032,0.377214451,0.154927364
Wokingham UA,E06000041,lessthantwokm,47.16144634,3.55682865,3.451750345,4.807692308,2.236872409,1.19760479,1.967699217,1.34586596,1.076692768,3.005527407,1.540188853,1.491248273,1.045025334,0.974493321,0.935628743,3.562586366,1.040707048,0.335386918,0.230308614
Wolverhampton,E08000031,lessthantwokm,65.47527956,8.312667668,5.480626515,5.279654845,6.789708038,3.111373337,3.589833415,2.053045458,2.778571626,1.524803407,2.264157901,1.780166493,1.631742461,1.003936463,1.008545905,0.863809427,0.65454076,0.88501286,0.237847206
Worcester,E07000237,lessthantwokm,56.78843853,6.180825606,4.212159737,3.731678133,3.982201615,2.856715525,1.738707748,1.183443015,1.495662579,1.544271612,1.058181274,1.099311995,0.631917439,0.688004786,0.618830392,0.839440622,0.618830392,0.785222854,0.172001197
Worthing,E07000229,lessthantwokm,61.65407491,8.702379039,4.748030863,2.716605047,2.957723839,2.666371966,1.840540106,1.320125382,1.052885388,1.577318759,0.827841183,1.145314258,2.049509725,0.851953063,0.632936827,0.91223276,1.412554251,0.572657129,0.168783154
Wrexham,W06000006,lessthantwokm,58.18678086,7.547724895,4.649908473,3.605517782,9.438742155,2.856956067,2.293083159,1.444822176,1.827275105,1.08688546,1.518370816,1.495489017,0.590023536,0.89729341,0.673378661,0.382452929,1.1489932,0.302366632,0.269678347
Wychavon,E07000238,lessthantwokm,43.15770182,2.523595712,3.225510859,2.1717218,5.371575186,2.204709979,2.323833959,1.45514524,1.629249519,0.967653258,1.044625676,1.266379547,0.289562907,0.606615962,0.656098231,0.414184917,1.059287088,0.419682947,0.348208559
Wycombe,E07000007,lessthantwokm,45.86659799,3.246140073,4.430791116,3.383490919,3.284156825,1.223894142,2.585139129,1.231252223,1.073053481,2.041867481,1.28275879,1.255779159,0.667132678,0.772598506,0.699017696,1.488785058,0.635247661,0.497896815,0.258759182
Wyre,E07000128,lessthantwokm,57.05389284,4.209475261,4.916309746,3.747011062,3.455343301,4.198964711,2.054812518,2.154662743,1.132511759,1.326956933,2.354363192,0.769897785,0.922300759,0.930183671,0.559686786,0.391517986,0.798801797,0.283784849,0.493995848
Wyre Forest,E07000239,lessthantwokm,56.44767565,4.715028656,4.688495012,3.258331564,6.376034812,1.061345786,2.451708767,1.661006156,1.432816812,1.005625133,1.430163447,1.228507748,0.474952239,0.817236255,1.135639992,0.448418595,0.586393546,0.806622798,0.411271492
York UA,E06000014,lessthantwokm,59.93248406,5.962295542,5.676948821,4.303415455,2.182176954,2.350483155,1.589236141,2.087383806,1.970343287,1.874582862,1.807840748,1.332907731,1.640501823,0.856040161,0.817349081,0.894731242,0.284379444,0.430438273,0.762214291
Adur,E07000223,twototenkm,54.47274352,3.462913315,4.26720286,2.788203753,1.939231457,0.513851653,1.134941912,1.304736372,0.781948168,0.665773012,0.866845398,0.513851653,0.692582663,0.781948168,0.379803396,0.27256479,0.406613046,0.294906166,0.040214477
Allerdale,E07000026,twototenkm,49.47757359,2.88252135,4.56358431,1.979592336,3.051361734,1.113367754,0.86377762,1.764259672,0.873565468,0.626422297,1.128049527,0.743876477,0.230014437,0.638657107,0.589717865,0.227567475,0.56035432,0.278953679,0.716959894
Amber Valley,E07000032,twototenkm,55.87655348,2.10387308,2.997521663,2.042366902,3.833282078,0.562600626,0.891839577,1.070931095,0.748928164,0.484813401,0.812243347,0.542701568,0.256878742,0.473959369,0.340092983,0.180900523,0.220698638,0.242406701,0.090450261
Arun,E07000224,twototenkm,53.48157995,4.546095434,4.622635809,2.463391544,1.651660725,0.821801922,1.107821218,1.57914879,0.773460632,0.600237678,0.642536306,0.779503293,0.493483997,0.765403751,0.753318428,0.3061615,0.49952666,0.308175721,0.624408323
Ashfield,E07000170,twototenkm,57.29419057,3.454104919,3.070941568,1.714843823,2.789203809,0.433876148,1.087507748,1.217107117,0.903439079,0.330572303,0.751300689,0.589771041,0.157773145,0.518397475,0.345598317,0.118329859,0.189703424,0.116451607,0.046956293
Ashford,E07000105,twototenkm,45.67351391,2.308671151,3.27213234,2.005089984,1.763315761,0.418105799,0.925286312,1.23068533,0.870750773,0.634430104,0.621705145,0.781676059,0.225413561,0.961643338,0.323577531,0.269041992,0.30903472,0.116342483,0.212688602
Aylesbury Vale,E07000004,twototenkm,42.90405539,2.938344873,2.806462249,2.653478404,0.971974942,1.643257501,1.01153973,1.119683482,0.782063963,0.611935378,0.416749093,0.828222882,0.766238048,0.522255192,0.3969667,0.424662051,0.312561819,0.22815694,0.156940323
Babergh,E07000200,twototenkm,45.02022945,2.169816549,3.450091448,2.189214654,3.477803026,0.446156404,1.147259325,1.202682481,0.759297234,0.662306712,0.71495871,0.712187552,0.421215984,0.4267583,0.393504406,0.182896414,0.354708197,0.196752203,0.290971568
Barking and Dagenham,E09000002,twototenkm,50.62096458,2.068178334,1.954036696,2.942128486,0.713811138,0.642259664,0.620112779,0.775140973,0.902911464,0.294723931,0.504267534,0.752994088,0.282798685,0.386718684,0.434419666,0.110734425,0.127770491,0.093698359,0.045997376
Barnet,E09000003,twototenkm,46.66554344,1.971265776,2.235479721,2.754717559,0.270340645,0.358411959,0.539149614,0.78115427,0.524598701,0.850079647,0.343095209,0.449546624,0.353051097,0.624157579,0.307100845,0.310930033,0.045950252,0.363772822,0.071222889
Barnsley,E08000016,twototenkm,60.39225094,3.489474,2.92328915,2.601811312,2.491453248,0.794098243,0.872068614,1.425058478,0.850476819,0.591375277,0.932045823,0.855274996,0.322677383,0.575781204,0.441432256,0.21831704,0.235110657,0.207521142,0.112757152
Barrow-in-Furness,E07000027,twototenkm,75.04778287,5.246559633,5.950560652,3.1632263,7.457313965,1.92724261,0.974770642,2.159785933,1.408002039,0.825050968,1.500382263,1.200942915,0.509683996,0.818679919,0.751783894,0.560652396,0.369520898,0.219801223,0.465086646
Basildon,E07000066,twototenkm,48.98821383,2.333229314,3.05576226,2.41244389,0.886963201,0.692527425,0.646919033,1.026188819,0.726133609,0.367267577,0.560503133,0.6853261,0.661321683,0.418877074,0.338462277,0.255647039,0.110420317,0.219640414,0.050409275
Basingstoke and Deane,E07000084,twototenkm,48.0594143,2.067298667,3.184250047,2.039140229,1.465412052,0.373099305,1.19086728,0.976159189,0.687535198,0.57842125,0.554955885,0.777876854,0.776703586,0.462267692,0.360193355,0.809555097,0.427069645,0.159564483,0.219401164
Bassetlaw,E07000171,twototenkm,47.40540229,3.451784446,4.19090403,2.059935879,2.47077118,0.531782142,1.293939219,1.172992378,1.071243449,0.414674883,0.742959166,0.541381098,0.270690549,0.618172743,0.454990497,0.126706214,0.428113421,0.167021828,0.111347885
Bath and North East Somerset UA,E06000022,twototenkm,48.33104912,2.970953623,3.313585923,2.547636942,1.351739688,0.645475043,0.609001282,1.832530174,0.42110615,1.126265529,0.531632698,0.544895884,0.4675273,0.593527566,0.470843097,0.936159866,0.169105619,0.30836907,0.392369247
Bedford UA,E06000055,twototenkm,53.77452877,3.150887771,2.622627163,2.937449142,1.145898643,1.067193149,1.103210917,1.203260275,1.073863106,0.784386964,0.573616317,0.851086536,0.273468244,0.477568934,0.424209277,0.270800261,0.280138201,0.238784467,0.173418887
Bexley,E09000004,twototenkm,52.52120954,1.684795617,2.478657483,3.023855749,0.707427994,0.686151964,0.728704024,0.93215606,0.694130475,0.477380921,0.554506529,0.509294966,0.476051169,0.488018936,0.324459456,0.196803277,0.198133029,0.188824765,0.046541315
Birmingham,E08000025,twototenkm,58.40921652,2.138325274,1.912766118,2.464835409,0.819844311,0.546358933,0.490478997,0.947715551,0.517399258,0.623652712,0.294695281,0.546154991,0.416040397,0.414612807,0.292655867,0.193540361,0.056083877,0.169475279,0.130726419
Blaby,E07000129,twototenkm,53.94827586,1.155172414,1.768199234,1.526819923,0.82183908,0.789272031,0.605363985,0.781609195,0.513409962,0.319923372,0.438697318,0.296934866,0.367816092,0.275862069,0.204980843,0.120689655,0.27394636,0.078544061,0.136015326
Blackburn with Darwen UA,E06000008,twototenkm,62.18847893,3.291514282,3.501381109,2.924247334,3.433483018,1.021557644,1.149638134,1.279261763,1.067851797,0.657376973,0.645031866,0.848726139,0.270049226,0.495347437,0.373439501,0.478372915,0.186719751,0.192892304,0.06944123
Blackpool UA,E06000009,twototenkm,69.5732897,4.514129272,3.648750708,2.361696771,1.417647429,2.204355214,0.697023098,2.325508213,0.865378564,0.475171502,0.641953553,0.885832966,0.371326075,0.75681289,1.063628926,0.13846057,0.127446662,0.237585751,1.353137391
Blaenau Gwent,W06000019,twototenkm,62.56220031,3.451551615,4.252239211,2.659911336,3.2886999,1.447570795,0.669501493,1.619469827,0.868542477,0.384510992,0.769021985,0.746403691,0.39355831,0.710214421,0.506649778,0.081425857,0.370940015,0.203564643,0.067854881
Bolsover,E07000033,twototenkm,51.09167345,2.559669108,3.09194467,2.064686737,2.254542989,0.383102794,1.373067535,1.169650122,0.837401682,0.267832926,0.745863846,0.623813398,0.118660157,0.644155139,0.274613507,0.108489287,0.335638731,0.101708706,0.210197993
Bolton,E08000001,twototenkm,63.75683617,2.633928185,3.299560579,2.394716543,1.828755666,0.780904671,0.929978592,1.329531371,0.797372139,0.537359485,0.727168722,0.761837076,0.453288727,0.565094168,0.380485184,0.168141516,0.21061025,0.21061025,0.12047253
Boston,E07000136,twototenkm,55.71296089,4.512167823,4.320296761,2.062613923,3.354545745,0.6139874,1.6852675,1.253557609,0.863419782,0.505260465,0.687537974,1.464615778,0.322982955,0.524447571,0.390137827,0.204662467,1.093665057,0.332576509,0.108726935
"Bournemouth, Christchurch and Poole",E06000058,twototenkm,65.61596394,2.870100599,3.368698807,2.337969325,1.254466494,0.606343796,0.753669397,1.393546259,0.555219614,0.625034358,0.497498763,0.618987411,1.571656314,0.581606289,0.429882909,0.354570942,0.130833928,0.294651201,0.527733495
Bracknell Forest UA,E06000036,twototenkm,45.48279801,1.663082919,3.153138019,2.503023787,0.557720736,1.587488241,0.547641446,1.048246203,0.537562156,0.666913049,0.366214219,0.806343233,0.204945572,0.346055638,0.436769251,0.952492944,0.099113023,0.240223088,0.221744389
Bradford,E08000032,twototenkm,62.81930564,2.613644839,3.166952566,2.877946002,2.147039081,0.654926163,0.990546689,1.370450477,0.85490006,0.440501939,0.547247912,0.763070555,0.556104564,0.51228744,0.305787589,0.231205251,0.162216587,0.187388126,0.137977327
Braintree,E07000067,twototenkm,43.44639685,2.691797003,3.809211774,2.679726164,1.976168716,1.167422531,1.074304633,1.238123157,0.81047059,0.722525909,0.753565208,0.798399752,0.494904382,0.612163957,0.469038299,0.329361453,0.294873342,0.265558449,0.10001552
Breckland,E07000143,twototenkm,41.05015212,2.887427618,4.163313377,2.255373442,3.14260477,1.107076259,1.162037491,1.059966631,1.211110021,0.569241339,0.761605653,0.804789479,0.272843262,0.663460595,0.461281774,0.125625675,0.771420158,0.296398076,0.233585239
Brent,E09000005,twototenkm,48.60070202,1.88096696,1.885279127,2.066390113,0.858121103,0.424317168,0.694258782,0.888306267,1.002147459,0.536433493,0.402756337,0.62785142,0.304438944,0.379470638,0.232856983,0.300989211,0.071581961,0.247518348,0.111253892
Brentwood,E07000068,twototenkm,38.23074453,1.675276537,1.82996235,2.641333217,0.466976038,0.426115635,0.350232029,1.129498293,0.335639028,0.60706885,0.461138838,0.396929633,0.928114876,0.440708636,0.283104223,0.356069229,0.11674401,0.154685813,0.046697604
Bridgend,W06000013,twototenkm,49.46339215,2.854227021,3.107716618,2.046023176,1.418883329,1.460034238,0.714379774,1.369502239,0.597511193,0.376942323,0.673228865,0.536607848,0.406570977,0.465828286,0.40986305,0.177771925,0.218922834,0.18929418,0.332499342
Brighton and Hove UA,E06000043,twototenkm,59.09605272,3.526444637,3.758681133,3.377044088,0.511807821,0.97036396,0.528079167,2.292780699,0.644937022,1.340167299,0.45189968,1.156005236,1.783931305,0.66786483,0.807650491,1.16414091,0.268477224,0.452639286,0.414179739
"Bristol, City of UA",E06000023,twototenkm,63.69109859,2.82659291,2.606503188,2.6794448,1.089486289,0.759773333,0.66364219,1.429318312,0.525769892,1.592909907,0.543899889,0.841990758,1.119421864,0.436806422,0.459152697,0.802357743,0.124380206,0.232316929,0.218403211
Broadland,E07000144,twototenkm,46.59415421,2.106080968,2.862002352,2.198471359,0.976398455,0.32336637,0.768520074,0.886107845,0.583739291,0.281370737,0.680329246,0.480849992,0.409457416,0.356962876,0.25827314,0.088190828,0.239375105,0.157483622,0.199479254
Bromley,E09000006,twototenkm,52.65230133,2.03543528,2.625132504,2.749841886,0.395506899,0.499728312,0.422230338,0.861385521,0.505073,0.667195197,0.467660185,0.567427691,1.001238186,0.485475811,0.422230338,0.311773456,0.063245472,0.251200328,0.064136254
Bromsgrove,E07000234,twototenkm,47.41655235,2.364985012,2.304018696,2.583447645,1.165980796,0.46486816,0.706193162,1.262510796,0.340395265,0.566478687,0.525834476,0.581720266,0.42422395,0.561398161,0.490270792,0.20830158,0.170197632,0.182898948,0.226083422
Broxbourne,E07000095,twototenkm,45.0789265,1.302223246,4.177859646,2.757950214,0.946606289,0.460511167,1.291989664,0.897996776,0.787985775,0.47586154,0.757285031,0.764960217,0.498887098,0.363292143,0.414460051,0.158620513,0.199554839,0.263514724,0.117686187
Broxtowe,E07000172,twototenkm,56.96630942,2.117840111,4.16132506,2.387057074,1.843495205,1.3563407,0.823034716,1.21275832,0.658940567,0.576893493,0.607661146,0.710219989,0.248705195,0.548689811,0.417927286,0.37946772,0.18973386,0.184605918,0.187169889
Burnley,E07000117,twototenkm,63.97002153,3.84298509,3.622398809,2.080952508,3.936003402,0.898291121,1.166715391,1.501581311,0.887660457,0.491668217,0.791984479,0.935498445,0.544821538,0.661758843,0.571398198,0.180721291,0.138198633,0.271081936,0.082387647
Bury,E08000002,twototenkm,58.9752971,2.962180034,3.318563085,2.548884101,1.769719636,0.550157865,0.792715151,1.382170007,0.818461455,0.630106915,0.711411033,0.695150209,0.631461984,0.617911298,0.342832364,0.399745247,0.12873152,0.252042766,0.124666314
Caerphilly,W06000018,twototenkm,56.56352953,2.362191353,3.168834698,2.346907584,3.257140916,1.052881839,0.799850559,1.511394899,0.694562375,0.500967972,0.798152362,0.945895459,0.337941107,0.551913868,0.405868967,0.139252114,0.334544713,0.181707027,0.081513433
Calderdale,E08000033,twototenkm,62.24112193,2.528332037,2.490485902,2.558819201,2.577742268,0.617102248,0.852589306,1.259435252,0.673871449,0.516179222,0.716973991,0.603435588,1.478101806,0.421563886,0.378461344,0.251256281,0.19553836,0.195538361,0.1251025
Cambridge,E07000008,twototenkm,51.36142403,2.204461712,1.872947834,4.836512981,0.409641353,0.366354509,0.307231014,1.080059546,0.272390384,2.005975696,0.23227087,0.472987954,0.144641405,0.364242956,0.387470042,1.122290613,0.073904368,0.130916309,0.166812716
Camden,E09000007,twototenkm,45.41956727,1.126901441,0.630436925,1.008991118,0.091261859,0.194935332,0.112434611,0.45740444,0.186174193,0.862607096,0.120465655,0.170112106,0.209172182,0.247137116,0.262469108,0.377824098,0.020807703,0.144193738,0.113894801
Cannock Chase,E07000192,twototenkm,56.50286419,2.496853246,3.886562717,2.463459118,2.335020165,0.768064939,1.225307611,1.679981505,1.089162321,0.423848545,1.215032495,0.734670811,0.279996917,0.629350869,0.346785173,0.118163837,0.182383313,0.177245755,0.074494593
Canterbury,E07000106,twototenkm,48.79929729,3.284253152,3.866366925,4.534830056,0.555315696,1.051080111,0.608911849,2.239128169,0.507674671,0.644642618,0.503208325,0.63124358,0.306689098,0.622310887,0.465988775,0.270958329,0.193541663,0.181631407,0.259048073
Cardiff,W06000015,twototenkm,58.74270216,2.192717863,2.567145129,2.288443609,0.492588733,1.119293225,0.418301566,1.686169125,0.377418695,0.886460291,0.362461548,0.618727346,0.81416741,0.452703006,0.567374472,0.46965444,0.225852932,0.214385785,0.299142955
Carlisle,E07000028,twototenkm,61.14620622,3.532322594,3.928897312,1.854776444,2.988348424,1.423106619,1.251140591,1.782831473,1.31255703,0.661542781,1.037060434,0.893170492,0.424650804,0.698392644,0.512388573,0.349196322,0.312346458,0.312346459,0.307082193
Carmarthenshire,W06000010,twototenkm,40.79344429,3.047169432,3.519266104,2.021163879,1.49273749,1.361301485,0.796663135,1.288877563,0.655838843,0.433202344,0.741674602,0.488190877,0.240071887,0.497579164,0.347366586,0.118024168,0.278966216,0.143506659,0.30578989
Castle Point,E07000069,twototenkm,55.33294278,2.612770943,4.456160906,4.659246241,1.074008983,1.058387034,0.995899238,1.355204062,0.687365749,0.660027338,0.925600469,0.640499902,1.124780316,0.734231595,0.441320055,0.109353642,0.171841437,0.222612771,0.164030463
Central Bedfordshire UA,E06000056,twototenkm,43.93194056,1.914045103,3.17725414,3.249119398,1.800680189,0.867444026,1.178185352,1.026357342,0.831005304,0.627555771,0.626543585,0.607312037,0.258107616,0.630592331,0.503056804,0.238876068,0.199400786,0.375521276,0.147779262
Ceredigion,W06000008,twototenkm,41.08187135,2.512792398,3.414351852,4.200170565,0.520833333,1.111720273,0.575657895,1.995004873,0.539108187,0.639619883,0.517787524,0.32285575,0.225389864,0.548245614,0.819322612,0.188840156,0.487329435,0.152290448,0.59088694
Charnwood,E07000130,twototenkm,53.08822883,2.170185953,3.150506279,4.416570198,2.469117712,0.477704673,0.962736105,1.65877819,0.599328869,0.665269698,0.764913618,0.684319271,0.260832613,0.709230251,0.448397638,0.219802764,0.221268115,0.120158844,0.193426432
Chelmsford,E07000070,twototenkm,43.22017576,1.87432286,2.891537258,2.970988323,0.837847598,1.83218972,0.611532443,1.121945347,0.500782473,0.728301433,0.495967257,0.548934633,0.881184543,0.514024317,0.430961839,0.298543397,0.133622246,0.22751896,0.113157578
Cheltenham,E07000078,twototenkm,59.11040832,3.251816132,4.391595691,2.985658818,2.013401804,2.00870491,0.826653307,2.160571142,0.441508016,1.440380762,0.510395792,1.055235471,0.953469439,0.618424349,0.455598697,0.803168838,0.139341182,0.28494489,0.346004509
Cherwell,E07000177,twototenkm,45.56013955,2.433824344,4.183741278,2.216469155,3.137113745,1.370583675,1.460571492,1.178148189,0.970483996,0.740668956,0.647912283,0.780817366,0.505316203,0.544080186,0.430557094,0.383486543,0.283807731,0.185513346,0.141211651
Cheshire East UA,E06000049,twototenkm,47.49162237,2.778535797,3.328130287,1.908026153,1.887832513,0.426795324,0.827393492,1.268924716,0.682763363,0.737886544,0.477006538,0.771724537,0.582886708,0.537041686,0.422974905,0.400052394,0.251056072,0.241777914,0.185563184
Cheshire West and Chester UA,E06000050,twototenkm,47.43760525,2.22057456,3.402493277,2.083595144,1.161811647,0.612008948,0.674843542,1.43702717,0.603212104,0.71380099,0.445497273,0.689923844,0.756528514,0.513358634,0.437328776,0.214894312,0.238771458,0.19981401,0.316686355
Chesterfield,E07000034,twototenkm,62.71463457,3.386082643,3.036129752,2.124713981,1.409425654,0.899878862,1.040244582,1.257523026,1.142153941,0.557617244,0.540311881,0.667217875,0.405714615,0.57107697,0.357644163,0.667217875,0.146134174,0.124983175,0.207664353
