AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
Chorley,E07000118,1575.9,1656.7,1710.1,1589.3,1554.7,1418.5,1248.9,1424.1,1397.5,1247.0,1194.2,1171.5,1174.3,1269.3,1069.3,1201.6,1316
Fylde,E07000119,1508.4,1452.1,1419.7,1398.6,1303.1,1354.7,1288.0,1256.7,1244.8,1089.6,1218.7,1130.0,1160.8,1166.1,1185.4,1093.8,1223.3
Hyndburn,E07000120,1704.2,1747.3,1617.0,1473.7,1544.0,1531.0,1521.7,1646.8,1540.1,1374.0,1385.9,1336.6,1485.4,1376.9,1329.7,1394.6,1410.7
Lancaster,E07000121,1659.0,1574.7,1552.2,1452.5,1386.1,1437.2,1414.5,1394.0,1291.2,1380.0,1294.2,1311.0,1237.1,1207.8,1245.9,1312.8,1182.8
Pendle,E07000122,1483.8,1570.5,1569.1,1525.4,1519.9,1419.7,1361.0,1336.4,1285.9,1213.4,1222.6,1229.2,1198.8,1277.8,1188.0,1120.4,1274.8
Preston,E07000123,1667.9,1685.6,1671.1,1501.5,1604.7,1532.9,1589.8,1598.4,1331.5,1343.3,1252.9,1272.9,1353.4,1352.8,1352.9,1189.1,1320.8
Ribble Valley,E07000124,1480.6,1631.1,1361.9,1483.2,1313.0,1397.2,1261.8,1069.7,1371.5,1209.4,1020.4,1055.5,1087.1,1088.8,948.2,924.7,1056.2
Rossendale,E07000125,1669.8,1637.8,1791.4,1674.7,1603.6,1481.7,1726.3,1544.4,1588.0,1413.8,1433.5,1240.7,1215.6,1343.1,1236.6,1097.1,1279.6
South Ribble,E07000126,1528.1,1502.3,1464.2,1364.5,1308.7,1291.9,1359.2,1220.1,1198.9,1132.1,1149.5,1083.7,1044.0,1039.2,1102.0,1075.9,1088.7
West Lancashire,E07000127,1739.0,1666.8,1647.6,1594.5,1545.9,1368.6,1292.4,1392.3,1274.8,1374.3,1231.6,1133.2,1285.9,1109.1,1169.9,1186.5,1144.8
Wyre,E07000128,1407.3,1522.9,1506.2,1470.1,1498.0,1319.5,1354.6,1358.0,1276.3,1173.8,1263.6,1259.8,1147.8,1200.1,1118.1,1161.8,1211.1
Blaby,E07000129,1208.9,1359.0,1276.5,1263.5,1101.8,1135.7,1075.4,1195.7,1121.0,1143.8,958.3,989.0,1133.0,991.1,1031.4,1171.4,1012.9
Charnwood,E07000130,1410.2,1400.9,1420.4,1328.2,1379.1,1333.1,1192.3,1143.6,1104.8,1226.5,1132.4,1068.8,1063.4,1031.8,964.0,1136.5,1031.7
Harborough,E07000131,1385.9,1260.6,1291.9,1188.1,1334.4,1088.9,1193.0,1148.8,1087.9,1068.7,1066.7,1097.2,1058.4,1071.3,1023.7,964.2,967.4
Hinckley and Bosworth,E07000132,1332.4,1358.2,1405.3,1416.1,1210.7,1241.2,1186.3,1222.2,1182.5,1200.1,1117.1,1128.9,1085.0,1069.4,1123.9,984.3,1039.6
Melton,E07000133,1495.8,1358.7,1408.1,1459.0,1266.0,1472.7,1187.7,1224.4,1037.3,978.8,1268.6,1022.8,1006.5,1042.6,947.2,967.0,1052.2
North West Leicestershire,E07000134,1488.5,1422.8,1602.6,1381.7,1400.4,1482.2,1296.5,1382.3,1242.3,1178.4,1115.5,1206.9,1200.3,1129.6,1129.3,1106.8,1184.4
Oadby and Wigston,E07000135,1303.4,1186.0,1378.5,1436.7,1261.3,1273.6,1054.1,1200.5,1208.5,1204.4,1114.9,1050.3,1157.1,1089.2,1127.8,1002.4,1096.7
Boston,E07000136,1461.4,1545.5,1524.5,1443.4,1366.2,1465.0,1388.9,1361.5,1510.7,1140.3,1189.0,1249.2,1330.0,1199.9,1239.4,1293.6,1187.6
East Lindsey,E07000137,1493.7,1456.9,1398.3,1412.5,1270.5,1361.6,1277.9,1283.4,1319.1,1301.3,1243.3,1254.1,1165.1,1099.9,1222.9,1248.9,1157.8
Lincoln,E07000138,1661.2,1464.2,1577.8,1478.5,1449.4,1484.6,1333.1,1409.3,1358.6,1218.9,1442.3,1227.9,1381.0,1258.0,1438.0,1326.2,1326.9
North Kesteven,E07000139,1408.9,1401.4,1386.4,1394.7,1146.2,1361.6,1193.4,1323.4,1161.2,1063.4,1123.9,1047.9,1056.4,895.6,1010.5,967.0,1134.2
South Holland,E07000140,1563.4,1503.7,1288.8,1374.8,1274.8,1327.9,1288.5,1357.9,1190.7,1127.3,1097.7,1101.7,1113.0,1173.4,1056.4,1041.1,1171.7
South Kesteven,E07000141,1397.6,1305.4,1381.5,1296.8,1296.2,1269.0,1276.7,1186.1,1118.9,1130.3,1146.8,1129.7,1065.8,1042.3,1057.4,1084.9,1059.6
West Lindsey,E07000142,1518.9,1377.0,1438.9,1406.7,1340.6,1260.1,1285.4,1196.3,1208.7,1091.8,1253.8,1121.2,1194.7,996.8,1104.0,1095.9,1166.5
Breckland,E07000143,1457.9,1458.1,1363.5,1257.6,1358.6,1218.9,1238.4,1299.3,1175.8,1168.5,1089.5,1078.8,1055.3,1044.0,1103.8,1166.3,1065.1
Broadland,E07000144,1276.6,1400.3,1256.1,1311.2,1319.1,1240.0,1204.4,1208.3,1190.2,1064.2,975.3,1088.7,1051.0,1013.6,1083.5,1103.3,967.7
Great Yarmouth,E07000145,1433.8,1496.7,1505.1,1427.5,1473.0,1351.1,1342.2,1350.4,1168.3,1239.7,1294.6,1227.8,1305.9,1318.1,1156.6,1217.3,1148.1
King's Lynn and West Norfolk,E07000146,1435.7,1446.2,1326.3,1260.4,1316.7,1256.6,1165.2,1188.7,1110.5,1159.1,1076.6,1075.0,1099.8,1061.3,1083.6,1083.3,1066.6
North Norfolk,E07000147,1322.8,1337.7,1247.4,1215.2,1301.9,1230.7,1123.8,1211.6,1147.0,1030.7,1044.6,1127.4,1079.7,992.7,1034.5,1039.7,1024
Norwich,E07000148,1413.8,1438.1,1379.2,1238.4,1378.5,1331.0,1153.9,1269.4,1290.1,1156.9,1158.6,1097.0,1028.3,1013.2,1192.9,1157.6,1139.7
South Norfolk,E07000149,1244.0,1235.7,1197.9,1179.8,1173.2,1108.7,1095.8,1065.1,1097.9,1033.7,969.9,983.6,965.1,979.1,989.0,985.7,1019.6
Corby,E07000150,1612.8,1539.1,1746.9,1472.8,1478.4,1610.0,1553.9,1463.8,1606.6,1418.3,1438.3,1264.1,1344.6,1389.3,1400.9,1504.6,1440.5
Daventry,E07000151,1536.9,1345.2,1560.9,1487.7,1290.6,1123.2,1344.1,1348.5,1143.9,1126.0,1215.2,1270.6,1050.5,1072.4,1048.4,917.4,1026.3
East Northamptonshire,E07000152,1435.9,1464.8,1455.8,1403.9,1376.7,1219.3,1235.0,1289.3,1200.6,1160.9,1159.2,1108.1,1110.6,1115.4,1135.7,1047.5,1074.2
Kettering,E07000153,1415.3,1635.0,1571.9,1398.3,1430.7,1348.4,1268.2,1120.7,1323.9,1236.5,1225.4,1221.5,1107.0,1163.5,1105.6,1111.3,1035.6
Northampton,E07000154,1423.6,1604.5,1524.2,1395.7,1346.1,1451.0,1330.1,1369.7,1198.1,1407.3,1213.1,1293.8,1218.6,1172.5,1260.5,1168.2,1227.5
South Northamptonshire,E07000155,1269.1,1366.4,1345.8,1164.4,1232.7,1143.6,1144.0,1155.1,1066.0,1038.4,951.5,895.4,989.3,943.6,1054.6,988.6,1003.7
Wellingborough,E07000156,1374.9,1594.8,1586.1,1343.2,1350.4,1423.6,1437.0,1378.4,1052.0,1114.4,1139.5,1002.9,1152.2,1083.6,1115.9,1191.6,1144.2
Craven,E07000163,1188.7,1203.3,1287.1,1168.3,1155.4,1225.3,1079.9,1223.6,1151.2,1124.3,1045.7,918.7,1029.0,1006.6,988.5,1066.8,964.5
Hambleton,E07000164,1399.8,1307.7,1328.1,1237.8,1281.0,1152.2,1169.2,955.7,1030.6,1049.9,998.9,967.9,958.3,1021.3,1040.2,1026.2,1017.3
Harrogate,E07000165,1424.9,1328.3,1307.0,1327.8,1169.2,1227.7,1126.9,1200.4,1180.8,1105.4,1030.2,1095.4,1053.3,969.4,1075.7,1002.4,990.6
Richmondshire,E07000166,1516.3,1561.7,1366.8,1431.7,1230.8,1131.3,1189.3,1377.9,1165.9,1168.3,1098.7,1026.2,1068.9,1030.0,1004.6,1111.4,1083
Ryedale,E07000167,1284.0,1271.9,1393.4,1276.8,1322.6,1171.8,1306.7,1109.9,1103.0,1113.9,979.8,1172.4,1105.9,976.0,1049.4,1088.2,1061.4
Scarborough,E07000168,1422.8,1376.4,1424.4,1526.6,1383.0,1373.1,1378.5,1237.7,1251.4,1216.9,1257.8,1168.4,1289.0,1196.6,1199.2,1151.4,1222.6
Selby,E07000169,1602.1,1540.2,1442.3,1349.6,1319.1,1353.6,1369.9,1247.7,1093.8,1050.5,1224.3,1212.3,1179.1,1092.8,1067.4,1102.7,1065.7
Ashfield,E07000170,1770.4,1826.7,1691.9,1715.2,1728.3,1640.3,1511.2,1494.1,1444.1,1559.8,1285.2,1382.7,1198.2,1355.6,1348.8,1314.3,1236.3
Bassetlaw,E07000171,1736.4,1655.1,1584.6,1377.4,1352.9,1428.7,1396.4,1367.2,1232.1,1291.0,1264.0,1184.0,1288.2,1219.7,1207.2,1147.1,1229.1
Broxtowe,E07000172,1502.5,1501.1,1519.1,1279.9,1353.8,1302.0,1296.3,1253.0,1181.9,1282.8,1066.6,1062.4,1021.0,1093.9,1061.6,1014.0,1114.6
Gedling,E07000173,1245.5,1368.3,1475.9,1232.4,1312.2,1420.3,1334.4,1312.3,1197.1,1160.4,1085.8,1117.6,1161.8,1142.8,1273.2,1006.8,1157.5
Mansfield,E07000174,1638.0,1654.7,1726.7,1459.3,1589.6,1543.0,1415.9,1386.5,1291.9,1274.2,1267.5,1281.4,1190.0,1243.9,1295.0,1311.3,1302.1
Newark and Sherwood,E07000175,1549.9,1571.3,1502.1,1309.0,1356.1,1404.5,1250.6,1400.5,1286.5,1317.2,1214.7,1216.9,1107.7,1101.8,1093.7,1212.4,1112.6
Rushcliffe,E07000176,1417.4,1353.7,1355.8,1252.7,1192.6,1130.7,1192.1,1117.8,1111.7,1141.8,958.2,1073.9,1018.1,945.9,1041.0,953.9,1006.6
Cherwell,E07000177,1404.4,1375.5,1497.7,1363.5,1214.4,1192.7,1200.5,1289.1,1248.4,1163.8,1067.2,1062.8,1051.3,1196.4,1062.4,1035.6,1005.6
Oxford,E07000178,1357.3,1487.0,1329.3,1415.9,1261.7,1288.5,1257.7,1349.8,1201.4,1176.7,1248.3,1078.8,1116.9,1029.5,1009.0,1004.8,1039.1
South Oxfordshire,E07000179,1410.7,1344.0,1203.2,1280.9,1217.4,1224.5,1161.2,1102.6,1080.8,1033.1,1019.2,1059.0,907.2,972.3,988.8,990.2,882.3
Vale of White Horse,E07000180,1259.0,1337.6,1246.0,1161.0,1189.5,1225.3,991.7,1072.8,1015.8,952.2,1031.1,1029.7,1039.6,960.6,902.2,916.0,843.9
West Oxfordshire,E07000181,1341.8,1234.1,1344.6,1105.7,1213.4,1214.6,1100.6,1163.4,973.7,1120.6,1014.4,1051.4,1099.2,958.0,920.6,961.7,998.2
Mendip,E07000187,1346.4,1420.6,1415.9,1322.9,1292.1,1169.9,1140.0,1127.7,1050.7,1064.4,1024.0,1099.9,1082.9,1063.5,1136.1,1025.6,1016.8
Sedgemoor,E07000188,1491.4,1381.1,1448.8,1284.7,1287.0,1195.0,1219.8,1361.1,1196.6,1136.6,1064.9,1043.9,1053.4,1072.6,1065.5,1055.5,1020.4
South Somerset,E07000189,1313.7,1398.1,1352.0,1148.2,1210.0,1213.1,1107.2,1111.6,1156.4,1122.0,974.2,991.6,1036.5,966.5,1027.7,1073.7,1043.6
Taunton Deane,E07000190,1376.9,1419.7,1373.1,1269.3,1312.5,1241.0,1260.2,1339.4,1306.5,1189.0,1149.3,1056.3,1064.4,1087.3,1132.0,1121.2,1113
West Somerset,E07000191,1179.3,1182.7,1271.0,1169.8,1084.7,1134.7,1206.8,1068.5,1047.6,1204.0,1016.8,1141.9,1131.0,988.8,1041.4,961.7,970.8
Cannock Chase,E07000192,1624.4,1543.7,1666.6,1623.9,1698.2,1667.1,1358.8,1576.5,1272.4,1200.7,1170.7,1260.4,1120.8,1190.1,1312.1,1169.9,1177
East Staffordshire,E07000193,1779.4,1578.8,1590.3,1552.3,1436.2,1393.8,1379.7,1328.2,1320.6,1328.0,1121.6,1175.9,1282.7,1198.6,1224.8,1164.5,1159
Lichfield,E07000194,1442.6,1653.9,1576.4,1436.0,1323.4,1211.1,1327.0,1304.6,1183.8,1262.8,1089.7,1119.0,1250.8,1061.2,1077.8,1040.6,1008
Newcastle-under-Lyme,E07000195,1520.6,1540.4,1518.4,1392.1,1472.7,1355.7,1416.4,1293.5,1322.3,1128.0,1235.9,1220.2,1344.4,1102.5,1212.2,1170.1,1079.4
South Staffordshire,E07000196,1331.2,1524.1,1596.4,1395.7,1585.1,1395.5,1127.2,1282.3,1400.5,1210.9,1079.1,1188.9,1141.2,1042.4,1145.3,1085.1,1124.9
Stafford,E07000197,1434.8,1569.7,1397.1,1389.4,1394.1,1354.3,1187.4,1308.7,1164.7,1062.8,1094.5,1049.9,1073.5,1110.2,1037.6,999.7,1022.8
Staffordshire Moorlands,E07000198,1518.5,1490.7,1609.7,1526.3,1378.4,1269.3,1245.8,1332.2,1182.0,1260.9,1060.7,1134.6,1203.6,1031.7,1158.0,1169.0,1131.5
Tamworth,E07000199,1884.2,1831.7,1590.4,1389.0,1272.8,1380.2,1354.0,1229.0,1243.5,1279.9,1140.3,1163.8,1223.4,1223.0,1093.5,1154.8,1191.8
Babergh,E07000200,1319.9,1313.4,1179.3,1304.8,1170.9,1215.9,1239.4,1194.2,1082.3,1030.4,1040.9,902.8,1046.7,930.5,979.4,1003.4,980.5
Forest Heath,E07000201,1555.1,1468.0,1497.1,1347.9,1171.3,1166.2,1317.7,1211.8,1034.6,1147.3,993.6,1111.8,1134.7,1076.4,968.2,1022.3,1052.3
Ipswich,E07000202,1414.8,1593.8,1367.6,1403.5,1193.1,1270.2,1320.1,1215.0,1236.6,1238.3,1085.5,1103.8,1238.6,1119.6,1207.6,1095.0,1144.6
Mid Suffolk,E07000203,1362.9,1337.8,1388.9,1229.3,1104.3,1181.4,1179.5,1173.3,1064.9,1049.2,1014.5,925.0,1106.5,952.5,964.6,904.8,936
St Edmundsbury,E07000204,1384.8,1334.3,1336.5,1362.9,1277.7,1214.3,1095.9,1096.2,1044.9,1007.4,959.1,1052.9,983.1,931.2,917.0,989.0,983.1
Suffolk Coastal,E07000205,1304.3,1323.0,1299.0,1238.4,1206.4,1164.4,1074.2,1121.7,1027.8,1120.5,1038.7,914.6,1028.3,963.3,979.5,906.1,976.2
Waveney,E07000206,1458.7,1396.6,1397.0,1385.6,1225.9,1189.1,1254.8,1225.4,1152.9,1133.2,1122.0,1106.2,1038.9,1092.2,1158.5,1139.0,1098.4
Elmbridge,E07000207,1268.9,1218.5,1278.1,1190.6,1078.0,1025.7,1075.7,1033.3,930.4,943.5,985.9,1011.2,970.8,857.8,888.6,939.0,881.3
Epsom and Ewell,E07000208,1491.3,1306.8,1272.9,1130.6,1215.4,1120.8,1030.7,877.3,954.0,1004.2,897.6,942.1,927.8,976.3,989.4,967.7,865.6
Guildford,E07000209,1187.9,1194.6,1261.6,1208.2,1068.3,1052.0,1065.4,1038.7,957.8,959.7,963.2,954.9,950.3,894.7,966.4,950.1,940.4
Mole Valley,E07000210,1212.1,1430.6,1268.1,1154.2,1178.4,1112.3,1126.3,1014.2,1064.3,986.1,1001.6,978.5,862.0,962.7,945.7,1021.4,923.2
Reigate and Banstead,E07000211,1501.7,1370.8,1370.7,1295.8,1369.8,1231.3,1253.9,1106.2,1114.6,1157.9,1022.1,960.9,1081.4,1068.5,1150.4,1070.6,1087.2
Runnymede,E07000212,1448.7,1383.4,1413.1,1248.6,1202.5,1284.8,1194.4,1042.6,1025.4,1039.9,1069.3,1008.8,1012.8,918.2,1044.6,1039.0,1086.9
Spelthorne,E07000213,1283.9,1376.3,1288.3,1178.7,1409.6,1246.3,1280.8,1071.5,1111.5,1086.6,1162.0,1054.6,1075.5,1037.8,1166.2,967.0,1035.1
Surrey Heath,E07000214,1535.9,1516.0,1429.9,1234.2,1259.6,1071.4,1085.8,1203.1,1008.2,1142.6,1050.9,1018.8,997.1,971.6,1011.5,972.4,956.7
Tandridge,E07000215,1232.4,1275.0,1137.7,1204.9,1204.4,1048.0,1075.6,1041.0,1059.8,983.0,1070.7,1097.7,1045.1,985.0,958.0,988.0,961.5
Waverley,E07000216,1182.3,1274.7,1276.3,1160.4,1172.2,1036.3,1057.6,1072.8,1013.9,1036.6,891.5,896.1,873.9,929.4,1036.6,949.5,906.2
Woking,E07000217,1350.0,1411.0,1295.2,1279.9,1012.9,1203.1,1282.0,1124.3,1073.4,1131.7,1012.8,1019.8,918.9,956.4,928.1,937.7,937.6
North Warwickshire,E07000218,1773.5,1636.0,1607.9,1534.6,1510.4,1390.9,1421.6,1391.9,1300.6,1393.7,1248.3,1272.7,1241.4,1148.5,1250.5,1320.3,1243.4
Nuneaton and Bedworth,E07000219,1720.5,1476.9,1621.3,1676.4,1542.2,1601.6,1404.7,1365.2,1391.4,1314.0,1294.2,1292.5,1251.7,1228.0,1249.1,1193.1,1308
Rugby,E07000220,1473.0,1476.4,1546.0,1352.2,1415.9,1179.7,1117.5,1208.3,1275.1,1091.8,1015.0,1125.7,1046.4,1013.0,1120.5,1132.0,1021.2
Stratford-on-Avon,E07000221,1354.1,1413.0,1320.7,1385.0,1233.2,1232.9,1267.8,1139.5,1125.1,970.6,1085.4,1033.3,961.3,1006.7,1061.6,950.6,987.5
Warwick,E07000222,1377.9,1349.4,1315.0,1373.9,1268.2,1150.5,1090.4,1270.4,1183.2,1036.2,1060.4,1083.4,1059.1,961.8,994.7,980.0,1050.8
Adur,E07000223,1261.6,1431.4,1424.2,1380.9,1301.6,1178.7,1395.8,1301.8,1185.8,1085.0,1038.4,1087.6,1115.4,1056.1,1143.5,954.8,1074.9
Arun,E07000224,1390.8,1315.5,1342.6,1313.3,1298.1,1223.0,1244.4,1163.2,1212.4,1104.0,1128.0,1115.5,1075.1,1061.3,1107.5,1112.7,1102.2
Chichester,E07000225,1362.7,1313.0,1232.3,1290.4,1158.2,1136.2,1285.3,1202.1,1088.6,1080.4,998.5,983.2,1009.5,1010.0,1125.5,1032.6,977.2
Crawley,E07000226,1136.6,1197.9,1226.6,1040.3,1068.6,1163.0,1106.1,1064.7,1038.3,1139.5,1184.4,1139.2,1017.6,1035.1,1103.9,966.5,1038.5
Horsham,E07000227,1332.6,1300.4,1312.0,1245.1,1038.4,1136.7,1128.7,1120.8,970.0,993.9,988.4,992.9,1018.2,968.4,937.1,890.3,940.4
Mid Sussex,E07000228,1339.3,1418.6,1388.9,1311.4,1145.1,1100.8,1176.4,1063.8,1130.1,1007.2,938.9,1019.4,1028.1,1005.2,976.9,996.6,1011
Worthing,E07000229,1529.0,1443.3,1419.2,1545.3,1349.1,1258.4,1210.5,1391.7,1262.2,1248.2,1126.1,1230.6,1179.4,1112.6,1157.2,1160.4,1245.5
Bromsgrove,E07000234,1470.6,1506.1,1409.9,1338.5,1414.8,1157.7,1286.5,1339.5,1207.3,1109.4,964.6,1285.7,1173.7,1126.5,1273.5,1103.6,1202.1
Malvern Hills,E07000235,1377.2,1383.7,1446.2,1335.5,1280.3,1189.0,1216.4,1139.5,1183.6,1094.3,1086.9,1076.5,1149.9,1060.7,1018.0,1045.4,1075.8
Redditch,E07000236,1554.3,1257.7,1459.1,1443.8,1490.5,1377.0,1253.9,1358.7,1223.5,1226.5,1174.4,1197.3,1304.3,1080.8,1122.8,1214.0,1187.6
Worcester,E07000237,1602.4,1495.8,1488.4,1277.6,1275.0,1207.2,1399.7,1382.1,1187.6,1360.4,1202.2,1148.9,1137.2,1133.0,1242.7,1123.4,1311.6
Wychavon,E07000238,1373.0,1269.9,1287.1,1120.5,1356.0,1231.9,1114.8,1137.2,1047.0,1040.8,1007.6,1014.6,936.5,1061.1,972.6,1011.6,978.5
Wyre Forest,E07000239,1575.3,1516.1,1468.2,1413.4,1272.7,1217.4,1234.9,1262.7,1211.9,1220.8,1157.8,1122.9,1269.5,1057.5,1075.7,1137.8,1117.7
St Albans,E07000240,1241.8,1386.8,1305.0,1285.0,1202.8,1256.2,1070.4,1109.0,985.9,1034.5,1020.2,927.9,887.0,869.5,1003.1,923.5,989.9
Welwyn Hatfield,E07000241,1342.5,1420.6,1240.9,1327.4,1197.1,1323.3,1204.5,1034.2,1232.9,1144.1,1069.0,1090.2,1059.8,1082.0,1086.1,1073.7,1041.2
East Hertfordshire,E07000242,1359.7,1398.8,1299.1,1211.0,1166.0,1170.2,1073.3,1144.2,1115.2,1128.8,1024.0,1026.0,1026.6,1011.8,1026.9,904.9,955.9
Stevenage,E07000243,1516.8,1380.2,1440.5,1489.1,1348.6,1262.6,1439.7,1383.0,1356.4,1198.9,1173.6,1196.7,1185.6,1330.4,1224.9,1290.1,1329.4
Bolton,E08000001,1607.6,1623.2,1704.6,1550.9,1651.6,1461.5,1630.8,1422.3,1366.0,1309.3,1293.0,1387.4,1289.9,1185.7,1311.8,1242.3,1231.4
Bury,E08000002,1621.8,1698.0,1695.4,1581.5,1414.3,1558.5,1454.7,1550.8,1318.7,1302.2,1276.2,1254.1,1253.9,1301.4,1280.4,1245.1,1182
Manchester,E08000003,1951.7,1813.7,1880.6,1763.4,1708.9,1742.2,1666.3,1632.5,1679.7,1614.0,1578.9,1505.0,1536.5,1588.2,1546.9,1514.1,1470.9
Oldham,E08000004,1660.9,1775.1,1767.7,1703.8,1655.2,1509.3,1528.0,1592.7,1478.8,1390.7,1357.1,1298.7,1266.1,1389.1,1355.0,1316.7,1268.8
Rochdale,E08000005,1654.0,1672.0,1744.3,1633.4,1626.6,1572.4,1544.4,1463.4,1438.2,1383.0,1361.7,1340.1,1285.2,1376.2,1296.7,1305.6,1314
Salford,E08000006,1841.5,1804.0,1895.0,1729.9,1673.3,1648.9,1629.6,1675.9,1618.7,1563.2,1384.3,1409.1,1358.5,1365.8,1368.1,1333.1,1308.3
Stockport,E08000007,1568.7,1631.1,1454.8,1397.3,1461.0,1340.5,1277.1,1249.6,1262.2,1115.0,1090.2,1102.4,1087.3,1049.6,1148.6,1052.3,1071.3
Tameside,E08000008,1801.5,1769.7,1732.8,1648.7,1604.5,1560.7,1552.8,1559.5,1489.7,1440.2,1414.6,1370.1,1410.6,1328.2,1442.0,1328.5,1365.3
Trafford,E08000009,1521.7,1331.3,1490.0,1289.8,1378.6,1257.7,1212.2,1169.3,1159.1,1211.6,1061.5,1137.8,1113.7,1065.1,1132.6,1077.5,1116.9
Wigan,E08000010,1817.8,1740.5,1729.6,1773.8,1593.3,1564.7,1638.9,1465.2,1464.8,1426.6,1293.1,1374.4,1358.1,1290.3,1336.3,1260.9,1294.7
Knowsley,E08000011,1832.2,1801.9,1813.1,1707.2,1693.4,1669.0,1550.0,1470.5,1444.9,1367.5,1380.2,1328.4,1413.3,1368.8,1390.6,1457.8,1359.2
Liverpool,E08000012,1921.2,1908.7,1871.2,1780.7,1676.8,1668.7,1699.9,1637.4,1505.6,1548.2,1392.0,1407.6,1438.6,1368.4,1421.5,1377.5,1423.1
St. Helens,E08000013,1794.4,1796.1,1709.4,1515.8,1657.5,1545.8,1609.9,1506.5,1463.6,1316.6,1266.0,1302.8,1318.4,1303.2,1355.4,1284.2,1306.6
Sefton,E08000014,1665.9,1626.3,1542.0,1433.0,1437.7,1411.4,1342.4,1371.0,1312.9,1352.5,1261.4,1244.0,1241.4,1194.2,1223.0,1203.4,1149.2
Wirral,E08000015,1652.3,1513.7,1514.9,1526.7,1448.7,1440.1,1549.4,1352.9,1355.3,1298.9,1216.7,1236.3,1319.2,1235.0,1255.1,1270.4,1161.3
Barnsley,E08000016,1736.1,1692.2,1712.2,1649.1,1626.8,1580.0,1592.5,1560.7,1380.6,1411.0,1317.5,1235.6,1298.9,1208.3,1316.3,1174.2,1302.7
Doncaster,E08000017,1540.3,1677.4,1645.6,1612.1,1534.2,1513.3,1441.0,1454.0,1381.2,1280.9,1325.6,1351.2,1314.1,1257.8,1256.2,1290.7,1284.5
Rotherham,E08000018,1635.5,1665.2,1614.7,1608.4,1525.5,1464.1,1461.0,1520.8,1414.3,1314.2,1332.9,1359.7,1243.5,1221.0,1286.6,1302.2,1321.5
Sheffield,E08000019,1607.7,1552.7,1511.5,1449.5,1452.2,1332.7,1337.5,1355.3,1272.7,1257.2,1219.4,1194.1,1194.7,1163.8,1173.4,1141.8,1138
Newcastle upon Tyne,E08000021,1668.2,1686.9,1623.7,1592.8,1523.0,1518.2,1522.8,1562.4,1418.4,1366.5,1329.6,1317.2,1141.3,1354.6,1294.4,1274.9,1186.1
North Tyneside,E08000022,1573.6,1698.8,1583.9,1604.5,1455.1,1472.3,1451.4,1474.4,1327.5,1348.0,1292.6,1259.3,1336.6,1342.2,1316.7,1273.2,1259.4
South Tyneside,E08000023,1715.8,1703.5,1741.4,1630.4,1687.6,1550.1,1497.7,1468.1,1376.0,1459.0,1469.3,1385.3,1378.3,1280.5,1354.6,1321.4,1358.2
Sunderland,E08000024,1915.0,1854.0,1748.5,1611.3,1597.8,1553.9,1603.7,1594.5,1444.8,1408.9,1366.2,1352.8,1409.6,1421.4,1467.8,1343.7,1416.6
Birmingham,E08000025,1689.5,1663.1,1628.4,1546.6,1523.1,1480.3,1430.1,1418.6,1304.3,1331.7,1241.5,1267.2,1289.3,1308.2,1281.0,1229.1,1232.5
Coventry,E08000026,1523.8,1514.7,1574.1,1512.1,1501.2,1443.1,1366.0,1414.3,1289.9,1261.8,1229.4,1173.1,1260.0,1153.1,1231.1,1210.9,1266.5
Dudley,E08000027,1630.5,1580.2,1597.7,1461.3,1480.0,1411.8,1434.0,1365.1,1252.0,1191.8,1213.7,1184.5,1129.6,1200.0,1210.5,1183.9,1132.8
Sandwell,E08000028,1796.6,1705.9,1779.4,1572.4,1612.3,1659.4,1616.1,1455.5,1502.8,1422.5,1378.8,1361.4,1412.6,1302.7,1326.2,1346.9,1360.6
Solihull,E08000029,1391.3,1416.6,1301.7,1201.6,1243.5,1305.9,1205.2,1138.7,992.0,1011.4,1052.8,1070.0,1101.2,1015.8,996.2,1089.4,1047.3
Walsall,E08000030,1550.3,1574.1,1519.8,1487.6,1397.4,1475.9,1432.4,1448.1,1380.7,1287.8,1219.3,1200.3,1236.1,1243.9,1352.9,1251.7,1312
Wolverhampton,E08000031,1592.9,1522.6,1588.1,1496.1,1481.4,1470.7,1436.4,1386.4,1306.0,1320.5,1273.0,1287.6,1284.2,1265.2,1358.4,1295.5,1302.8
Bradford,E08000032,1635.6,1656.4,1553.6,1560.2,1451.3,1456.9,1436.9,1447.0,1335.3,1339.9,1291.5,1290.1,1318.5,1275.1,1293.7,1304.9,1264.5
Calderdale,E08000033,1539.1,1630.4,1590.2,1569.1,1484.2,1473.5,1336.0,1352.7,1340.1,1374.3,1315.1,1298.4,1288.6,1209.7,1265.9,1231.9,1288.6
Kirklees,E08000034,1652.6,1674.6,1551.7,1499.6,1430.0,1406.7,1395.1,1423.1,1379.8,1245.1,1272.6,1218.6,1261.7,1195.6,1248.7,1229.1,1183.2
Leeds,E08000035,1502.9,1540.6,1480.7,1393.0,1387.6,1374.4,1361.6,1357.6,1274.1,1288.9,1268.8,1306.9,1277.9,1224.5,1298.3,1265.1,1253.2
Wakefield,E08000036,1689.0,1684.9,1613.1,1556.1,1468.2,1471.7,1445.2,1426.7,1357.9,1312.4,1281.2,1297.5,1292.5,1249.3,1308.0,1228.7,1223.6
