AREANM,AREACD,time1,time2,time3,time4,time5,time6,time7,time8,time9,time10,time11,time12,time13,time14,time15,time16,time17
Melton,E07000133,1169.1,1051.4,1130.2,1100,1069.2,1068.8,975,1083.4,862,870.6,948.8,916.9,921,851.4,877.3,868.4,866.3
North West Leicestershire,E07000134,1197.4,1218.3,1310.8,1168.4,1230.8,1157.2,1082.7,1083.8,1035.7,1049.4,928.3,978.2,993,948.9,975.8,953,975.8
Oadby and Wigston,E07000135,1079.9,1115.1,1137,1137.4,1070.3,1085.4,962.8,1006.2,993.7,994.7,926.4,871.2,931.8,897.8,956.1,882.9,877.8
Boston,E07000136,1247,1258.4,1219,1174.9,1161.7,1182.5,1227.1,1109.2,1179.7,1015.8,1005.7,1029.1,1074,989.7,1051.9,1064.4,1120.7
East Lindsey,E07000137,1218,1200.9,1198.4,1202.9,1111.7,1179,1094.9,1097.3,1123.1,1105.4,1061.4,1066.7,1033,989.7,1067.2,1068.1,1033.8
Lincoln,E07000138,1236.6,1243.1,1330.4,1207.6,1209,1223.1,1188.6,1202.6,1122.3,1067.8,1108.9,1075.5,1136.2,1030.5,1190.9,1102.1,1162.5
North Kesteven,E07000139,1226.7,1153.5,1232.3,1205.4,1032.7,1045,1031.1,1093.1,978.2,913.1,956.8,943,874.6,813.8,903.2,846.8,964.4
South Holland,E07000140,1234.9,1207.5,1121.5,1181.9,1040.5,1044.7,1099.7,1127.7,1003.4,984.7,924,961.1,970.1,978.9,995.1,928.4,1000.2
South Kesteven,E07000141,1133.2,1103.1,1101.5,1045.3,1079.2,1110.6,1070.4,1045.7,951.7,937.9,940.7,933.9,908.3,872.1,939.4,933.9,916
West Lindsey,E07000142,1242.2,1191.1,1210.1,1138.9,1190.2,1076.3,1047.1,1028.8,1011.4,938.9,1042.5,974.2,998.2,856.7,982,914.4,971.1
Breckland,E07000143,1154.3,1220.4,1155.7,1076.9,1081.3,1067.2,1044,1027,1003.2,981.4,957.4,935.5,954.3,914,1004.4,946,908.1
Broadland,E07000144,1102.6,1220.8,1074.7,1076.3,1123.3,1044,1007.1,1019.2,1034.3,937.4,872.4,887.1,915.3,850.8,935.6,920.9,839
Great Yarmouth,E07000145,1239.5,1198.2,1178.3,1178.5,1185.2,1166.9,1109.3,1150.4,1069.9,1060.1,1078.6,1046.5,1068.7,1067.7,951.8,1028,992.8
King's Lynn and West Norfolk,E07000146,1158.7,1159.8,1152.1,1088.4,1064.6,1043.3,1017.5,1002.3,928.4,964.4,920,917.4,959.9,885.7,907.2,929.7,967.9
North Norfolk,E07000147,1076,1113.4,1073.9,1023.8,1021,948,904.1,967.1,910.2,854,839.4,902,875.7,852.8,842.6,874,855.2
Norwich,E07000148,1070.3,1152,1068.7,1056.2,1062.5,1055.9,961.6,1044.8,1030.5,932.3,942.2,914.1,903.1,896.3,988.3,961.9,986.2
South Norfolk,E07000149,1031.3,1003.2,1009.3,1003.1,950.9,915.8,963,930.6,917.1,926.4,834,836.2,827.2,835,854.8,850.2,848.9
Corby,E07000150,1354.3,1379.4,1401.3,1265,1313.4,1379.5,1200.9,1283.7,1265.3,1280.9,1236.1,1124,1181.5,1143.7,1209.2,1188.4,1235.9
Daventry,E07000151,1208.6,1119.9,1184.3,1166,1067.8,1081.1,1111.2,1086.4,966.7,954.7,973.7,1064.1,973.8,938.9,948.3,893.1,905.7
East Northamptonshire,E07000152,1175.1,1209.5,1167.8,1199.2,1200.6,1073.6,1067,1152.6,1048.7,1003.8,979.5,933.6,914.9,942.6,964.4,931.1,965.7
Kettering,E07000153,1125.3,1268.2,1293,1169.2,1176.5,1100,1071.6,1027.5,1074.7,1039.3,999.4,1001.5,981.8,942.3,993.6,955.9,936.6
Northampton,E07000154,1201.4,1290.7,1246.1,1189.5,1151.5,1172.6,1139.6,1117.2,1054.6,1126.4,1070.9,1107.1,1039.2,1008.4,1057.4,1014.3,1003.4
South Northamptonshire,E07000155,1072.4,1121.1,1162.9,999.5,1009.1,1043,926.2,975.8,907.2,867.3,864.2,815.9,857.3,810.3,880.1,828.9,853
Wellingborough,E07000156,1179,1279.9,1222.9,1134.1,1092.6,1118,1099.8,1061.5,998.6,963,952.5,852.5,965.6,937.4,968.3,1038.6,1052.5
Craven,E07000163,1101.4,1014.3,1084.5,984.9,963.2,1008.3,975.6,970.9,943,932.7,863.5,852.7,879,830.6,828.3,884.4,827.4
Hambleton,E07000164,1106.8,1130.9,1090.6,1023.6,992.5,961.9,968.8,894.1,894.4,824,840.3,823.7,862.5,811.5,846.8,830,850.7
Harrogate,E07000165,1103.1,1093.5,1111.4,1086.4,977,1017.6,1008.1,1026,937.2,917.7,895.2,916.7,831.8,869.4,885.2,849.7,831.1
Richmondshire,E07000166,1196.1,1157.2,1151.7,1069.4,1137.3,1020.3,1008,1085.2,979.7,996.6,977.6,950.4,917,928,962.2,905.9,899.5
Ryedale,E07000167,999.6,1085,1135.2,1071.8,1029.3,940.2,1079.3,956.9,916.8,960.9,900.5,981.7,983.4,789.6,885.7,866.6,865.8
Scarborough,E07000168,1167.5,1164.3,1193.2,1196.4,1134.3,1145.8,1104.1,1079.7,1031.9,1059.6,1070.7,1009.3,1061,990.1,1013.1,982.7,1027.6
Selby,E07000169,1255.5,1225.5,1193.8,1098.6,1062.6,1093.2,1144.4,1015,944.9,956.8,962.8,1043,963.7,919,913.4,970.9,941.5
Ashfield,E07000170,1400,1445.4,1409.4,1344.6,1315.8,1251.3,1248.7,1225.6,1182.2,1257.4,1097.3,1128.4,1048.9,1117.6,1205.2,1104.5,1102.7
Bassetlaw,E07000171,1370.3,1337.6,1301.3,1256.8,1200,1202.1,1179.9,1204.2,1110.9,1106.6,1049.7,1045.3,1072.6,1032.6,1087.1,1023.9,1027.3
Broxtowe,E07000172,1251.3,1192.9,1238.1,1070,1114.2,1093,1085.7,1059.8,997.4,1027.1,957.8,934.8,936.1,947.8,990.7,935,959.5
Gedling,E07000173,1111.3,1227,1236.1,1083.6,1099.9,1088.1,1109.7,1089.8,1031.1,978.2,924,1008.6,947.8,977.3,1060.6,924.1,1026.3
Mansfield,E07000174,1356.5,1340.6,1358.1,1206.3,1298.7,1237.7,1189.3,1172.8,1154.3,1102.8,1078.5,1090.3,1092.3,1057.7,1094.3,1135.3,1187.8
Newark and Sherwood,E07000175,1310.6,1299.7,1205.6,1108.4,1153.5,1142.9,1119,1147.4,1073.8,1059.5,1009.8,1034.8,960.9,992.5,991.7,982.3,985.5
Rushcliffe,E07000176,1196.9,1132.5,1114.2,1062.3,1019.1,946.7,956.5,975.3,950.3,938,860.6,870.6,862.4,802.9,877.2,832.1,863.1
Cherwell,E07000177,1193.8,1137.5,1136.8,1073.9,999.2,982.9,975,1030.6,1002.3,975.9,880.6,929.7,929.9,1006.3,927.7,933.8,897.6
Oxford,E07000178,1080.9,1170.8,1135.5,1107.1,1059,1079.6,986.9,1022.5,965.2,970.8,990.2,926.7,914.6,880.3,877.4,865.5,899.4
South Oxfordshire,E07000179,1087.2,1095.7,1042.6,1017.2,1023.2,975.9,971.8,922.8,875,881.1,861.6,895.9,834.8,825.5,821.3,830.6,782.2
Vale of White Horse,E07000180,1019.2,1069,1071.2,955.3,1024.2,993,864.1,859.5,854.8,838.6,884.1,869.9,879,808.7,771.6,764,740.9
West Oxfordshire,E07000181,1126.5,1069.9,1122.8,996.3,1068,999.2,910.5,1009.9,885.9,983.9,880.2,900.7,934.9,885.6,863.1,866.1,889.6
Mendip,E07000187,1109.2,1143.9,1206.9,1073.4,1111.4,972.2,983.8,965.5,913.9,916.9,872.5,889.2,904.8,874.2,963.8,863.2,886.2
Sedgemoor,E07000188,1163.3,1080.1,1180.6,1044.4,1066.8,1023.3,991.7,1074.5,992.2,990.8,881.4,889.7,899,885.3,900.7,872.9,874.7
South Somerset,E07000189,1086,1139.6,1056.2,1018,1028.4,995.3,924,945.9,944.3,914.7,858.6,851.8,862.9,819.3,881.7,890,881.8
Taunton Deane,E07000190,1068.7,1122.7,1080.9,1037.5,1068.2,964,1069.2,1037.7,1041.6,1000.4,942.5,919.6,963,900.7,968,949,927.5
West Somerset,E07000191,1034.7,1034.6,1056.2,945.3,953.8,910.1,959.4,890,913,928.3,888.5,871.7,891.3,767.8,903.5,887.5,798.1
Cannock Chase,E07000192,1289.3,1268.4,1387.6,1224.9,1352.2,1318.5,1218.6,1302.6,1100.2,1053.7,982.7,1039,957.5,1029.8,1089.5,995.1,1027.4
East Staffordshire,E07000193,1414.2,1282.2,1309.5,1236.1,1179.1,1200.7,1164.6,1105,1054.2,1062,1014.7,957.9,1076.7,1010.8,1070.9,993.4,996.1
Lichfield,E07000194,1324.3,1331.1,1350.8,1254.8,1141.9,1120.6,1124.2,1184.4,1008.2,1101.9,942.6,943.7,1004.3,946.1,955.8,940.2,929.9
Newcastle-under-Lyme,E07000195,1236.5,1272.2,1216,1158.5,1218.7,1099.2,1184.6,1129.1,1092.8,1034.5,1029.3,1048.4,1089.7,966.4,1053.5,1030.9,923.2
South Staffordshire,E07000196,1194.8,1255.5,1340.9,1196.6,1220.8,1198.4,1085.1,1108.8,1092.2,993.5,924.7,1028.9,949.5,893.9,953.2,884.9,953.4
Stafford,E07000197,1205.7,1190.6,1140.4,1117.7,1169.4,1086.1,1073.6,1062,990.7,929.9,917.3,913.2,941.6,962.2,928.7,894.3,892.7
Staffordshire Moorlands,E07000198,1277.5,1235.7,1279.4,1254.8,1150.4,1132.7,1070.8,1139.4,1032.9,1031.3,909.1,981.1,1034.9,943.7,1008.2,997.4,1002.1
Tamworth,E07000199,1463.1,1436.4,1276.8,1268.5,1216,1230.7,1165.4,1135.1,1038.8,1014.5,977.7,1000.5,1030.2,1035.3,927.3,980.7,984.1
Babergh,E07000200,1077.5,1059.8,1043.2,1057.5,1010.2,969.1,1005.3,981.6,980.1,920.3,829.1,822.5,874.5,816.2,881.5,878.7,863.2
Forest Heath,E07000201,1224.2,1247.2,1236,1086.8,1062.2,921.9,1036.4,1016.6,974.6,946.5,890.7,905.8,959,936.6,909.2,892,864.9
Ipswich,E07000202,1192.3,1203.9,1174.8,1167,1055,1063.9,1035.2,1049.1,1040,1001.4,941.1,939.7,1000.4,940.7,1042.6,934.3,979.5
Mid Suffolk,E07000203,1112,1108.3,1166.1,1039.9,966.4,933.1,943.5,1005.1,885.3,867.7,854,805.4,960.4,795.2,826.1,809.8,839.8
St Edmundsbury,E07000204,1159.3,1138.6,1134.8,1083.3,1100.3,998.4,918.6,922.6,905.8,882,806,898.1,842.9,786.4,837.7,857.2,834.1
Suffolk Coastal,E07000205,1088.1,1055.5,1070.6,1011.7,1010.1,963.6,901.1,949.2,900.3,957.6,895.2,834.2,873.6,801,843.2,795.8,838.4
Waveney,E07000206,1146,1153.5,1157,1075.1,1070.7,988.9,1058.4,1031.5,939.1,952.1,951,967.1,911.5,930.2,976,936.9,980.2
Elmbridge,E07000207,1061.6,1044.9,1039.5,954.7,971.8,884.2,938,926.3,829.4,868.6,824.2,834,832.7,754.9,795.9,770.7,770
Epsom and Ewell,E07000208,1065.2,1002.1,985.4,910.5,931.5,984.2,862.8,797,783,824.7,801.8,807.9,811.2,814.8,827.1,817.3,734.3
Guildford,E07000209,984.4,910.4,1022.4,958.6,917.6,910.5,867.3,882.7,838.9,840.3,800.9,802.8,865.1,781.7,838.9,832.5,809
Mole Valley,E07000210,1046.8,1069.6,991.4,1018.7,1003.2,910.8,953.7,899.6,911.3,863.7,820.9,816.5,798.2,830.2,836.1,817.5,770.5
Reigate and Banstead,E07000211,1246.4,1182.2,1146.3,1158.6,1132.4,1082.3,1027.8,1037,941.3,968.1,909.3,861.1,903.7,935.4,996.6,896.9,920.5
Runnymede,E07000212,1167,1068.3,1074.6,1038.8,1031.9,1001.6,966.7,957.5,877,866.2,892.4,897.4,908.4,773.2,920.7,886,921.3
Spelthorne,E07000213,1090.6,1116.6,1060.5,1051.7,1129.3,998.1,1032.6,927.8,915.3,967.7,955.2,936.6,915,890.1,967.7,878.6,874
Surrey Heath,E07000214,1194,1222.4,1144.1,1058.2,1068.9,964.9,951.5,991.4,844.7,930,916.3,941.4,906.2,887.4,883.6,857.1,854.4
Tandridge,E07000215,1103.5,1108.2,1057.2,975.5,1049,945.1,960.8,967.1,910.7,887.4,902.5,958.7,934.9,883.2,849,858.6,855.2
Waverley,E07000216,1034,1067.5,1061.4,984.2,1004.1,939,867.9,868,857.4,877.4,766.7,769.4,781,783.7,841.7,786.1,759
Woking,E07000217,1079.5,1128.4,1052.6,1013.8,930.8,1004.6,1014.8,965.5,874.2,895.4,866,894.2,836.5,837.6,837.5,909.7,787.6
North Warwickshire,E07000218,1365.7,1262.7,1335.2,1277.8,1200.8,1215,1191.5,1179.5,1071,1109.3,1092.5,1016.8,1074.1,976.4,1077.5,1132.9,988.4
Nuneaton and Bedworth,E07000219,1353.6,1321.1,1337.5,1317.9,1294.4,1341.3,1159.7,1150.6,1122,1111.1,1053.1,1049.5,1083.8,1017.8,1126.3,1018.1,1052.3
Rugby,E07000220,1225.9,1234.9,1290.3,1145.2,1201.8,1085.5,997.5,1036.7,1007.7,939.3,900.7,938.4,891,887.1,933.5,939.4,913.6
Stratford-on-Avon,E07000221,1167,1135.5,1106.4,1101.7,1075.3,1037.3,1066.2,951.4,934.2,848.6,837.7,849.6,820.2,851.7,875.4,855.1,838.3
Warwick,E07000222,1126.4,1141.1,1104.9,1066,1068.8,958.3,962.1,1008.3,956.5,858.1,869,885.6,875.3,829.4,847.9,857.4,847
Adur,E07000223,1060.2,1081.6,1151.4,1108.8,1119.8,1040,1150.4,1100.9,973.3,953.5,937.2,961.2,928.6,901.9,989.4,860.3,958.5
Arun,E07000224,1155.6,1120.8,1067.9,1067.1,1075.3,1038.4,1024,982.9,972,955.7,924.8,934.1,898.8,899.2,936.2,957.3,923.9
Chichester,E07000225,1106,1128.5,1026.1,1036.2,983.1,980.7,1030.9,995.7,916,860.7,894.2,831.9,840.6,825.5,918.4,842,866.4
Crawley,E07000226,1122.7,1107.2,1138.9,997.5,1047.8,1032.6,893.9,977.4,946.6,973.5,950.9,990.5,924.8,853.8,884.4,901.8,892.4
Horsham,E07000227,1059.3,1069.7,1032.7,997.1,908.5,937.7,970.3,939.4,866.4,837,804,858.1,843.3,806.7,859.2,787.2,809.4
Mid Sussex,E07000228,1146.7,1174.1,1170.8,1045,1040.5,957.8,985.5,968.9,960,905.2,846.8,853.8,877.9,840.3,864,833.4,859.9
Worthing,E07000229,1196.7,1163.5,1193.1,1143.8,1171.5,1091.7,1025.1,1123.1,1024.2,1054.2,942.7,995.2,969,965.8,992,970.3,1046.7
Bromsgrove,E07000234,1266.1,1259.3,1248.1,1192.8,1133.2,1037,1099.3,1080.4,1023.1,972.8,898.4,1036.6,995.9,932.7,1009.6,919.2,980.2
Malvern Hills,E07000235,1136,1150,1196.1,1113.9,1109.6,1008.8,1013.8,986,1014.6,979.3,932,946.8,984.3,900.9,924.5,918.5,955.4
Redditch,E07000236,1239.5,1113.9,1226.2,1159.6,1216,1175.7,1072,1116.5,986.7,1034.2,1023.1,981.1,1024,910.1,923.3,997.2,946.1
Worcester,E07000237,1266.9,1205.8,1204,1158.6,1098.2,1050,1142.7,1128.8,1004,1034.4,931.4,1005.8,953.9,954.7,958.5,907,1047.9
Wychavon,E07000238,1138.6,1025.2,1092.4,998.9,1069.4,980.1,948.9,968.3,856.9,902.6,840.5,853.7,842.1,878.7,806.9,795.9,827.8
Wyre Forest,E07000239,1293.6,1217.1,1202.4,1157.8,1117.5,1049.9,1057.2,1016.4,1031.7,1054.4,963.4,970.9,1049.1,919.6,979.2,953.1,953.9
St Albans,E07000240,1077.6,1125,1084.4,1153.5,996.2,1001.6,932.7,960.1,883.6,858,836.5,797.8,803.5,790.8,887,776.2,850.5
Welwyn Hatfield,E07000241,1095.8,1120.1,1083.5,1052.3,968.1,1092.2,1004.3,985.5,972.4,962.6,922.1,911.1,876.1,922.1,898.8,895.1,880.2
East Hertfordshire,E07000242,1143.8,1126.4,1073.1,1087.6,1000.7,975.7,948.5,1002.1,902.6,957,830.1,921.6,829.4,816.1,841.3,781,836.5
Stevenage,E07000243,1228.9,1170.4,1300.5,1093,1076.7,1120.4,1149.4,1081.2,1054.9,1002.8,970,1053.8,1017.9,1072.7,1088.2,1033.9,1093
Bolton,E08000001,1338.8,1351.4,1433.6,1354.4,1360.9,1217.7,1340.8,1212.6,1191.3,1122,1124.6,1139.5,1115.6,1070.1,1126.5,1095.1,1072.3
Bury,E08000002,1352.7,1369.1,1315.9,1299.6,1207.4,1262.3,1209.7,1263.5,1159,1171.5,1099.1,1133.7,1108.3,1074.1,1157.5,1089.8,1101.8
Manchester,E08000003,1554.8,1516.3,1524.6,1444.9,1408.2,1432.4,1375,1433.2,1384.2,1358.8,1283.4,1280.2,1271.3,1309.7,1311.6,1284.3,1259.3
Oldham,E08000004,1366.2,1452.7,1464.7,1358,1345.4,1326.5,1324.8,1319,1251.2,1148.6,1150.9,1125.7,1094.7,1216.1,1194.9,1151.4,1121
Rochdale,E08000005,1427.1,1381.2,1439.6,1378,1358.4,1285.3,1281.3,1257.6,1192.8,1216.5,1127.8,1140.6,1127.1,1155.5,1148.6,1155.2,1143.6
Salford,E08000006,1490.7,1501,1558.4,1462.7,1368.2,1384.8,1337.5,1421.1,1331.9,1268.3,1183.7,1219.1,1210.4,1159.5,1190.6,1155.6,1155.2
Stockport,E08000007,1233,1255.8,1195.7,1116.5,1163.9,1069.8,1038.6,1078.7,1028.8,964,931.6,968,980,931,973.4,912.5,940.9
Tameside,E08000008,1446.6,1458.3,1438.2,1355.2,1387.4,1332.7,1323.2,1347.8,1271.8,1223.4,1229.8,1220.4,1237.2,1138.1,1228.5,1162.6,1201.4
Trafford,E08000009,1238.4,1168.6,1231,1129.6,1150.8,1102.4,1021.8,1036.2,971.2,981.9,931.4,920.4,964.5,900.6,938,910,943.4
Wigan,E08000010,1536.5,1429.9,1468.8,1418.2,1330.8,1317.8,1366.9,1280.4,1207.5,1220.1,1147.6,1183.8,1170.7,1091.9,1154.4,1144.1,1161.6
Knowsley,E08000011,1490.1,1478.9,1570.7,1425.9,1390,1404.3,1350.8,1313.5,1208,1225.1,1153,1174.7,1217,1186.7,1203.5,1230.1,1159.4
Liverpool,E08000012,1584.6,1568.8,1565.4,1486.2,1410.5,1400.1,1372.1,1407,1271.3,1296.3,1223.3,1205.6,1249,1165.4,1220.5,1207,1224.1
St. Helens,E08000013,1446.2,1412.4,1409.6,1282.1,1328,1213.9,1293.2,1271.8,1228.3,1156.5,1080.9,1103.8,1133.9,1103,1161.5,1153.1,1109.8
Sefton,E08000014,1333.5,1322.6,1273.3,1206.2,1222.5,1112.3,1154.1,1157.3,1073.4,1070.4,1004,1033.4,1041.6,1009.6,1015.4,1010.6,961.2
Wirral,E08000015,1313.3,1261.1,1282.2,1232.9,1194.8,1168.1,1210.4,1172.3,1137.1,1114.3,1036.5,1065.6,1084.6,1044.8,1096.6,1069.9,1004.5
Barnsley,E08000016,1401.3,1382.7,1397,1369.5,1343.5,1292.9,1310,1251.5,1214.5,1191.1,1127.2,1066.6,1130.8,1065.7,1124.3,1020.2,1080.5
Doncaster,E08000017,1315.5,1369.9,1311.9,1317.5,1282.9,1204.2,1222.5,1198.1,1129.5,1096.7,1076.5,1142.9,1119.2,1069.9,1092.3,1119.4,1076
Rotherham,E08000018,1310.7,1382.7,1339.4,1311.1,1281.4,1179.1,1213.4,1252.5,1169,1112,1095.7,1107.7,1092.5,1076.2,1108.7,1105.3,1088.5
Sheffield,E08000019,1276.6,1263.9,1254.4,1182.6,1224.4,1097.3,1144.5,1145.1,1081,1075.9,1026.6,1025.3,1053.3,994.1,1022.8,1003.2,1015.5
Newcastle upon Tyne,E08000021,1361.1,1414.6,1369.8,1293.7,1299.6,1279.7,1249.2,1280.9,1187.6,1169.7,1106.4,1111.3,1023.7,1123.4,1172.3,1100.4,1059.9
North Tyneside,E08000022,1312.8,1393.5,1325.2,1304.1,1183.8,1213,1211.5,1253.2,1108.2,1125.9,1061.2,1032.3,1085.9,1091.7,1112.6,1043.8,1111.1
South Tyneside,E08000023,1333.7,1389.6,1417.8,1368,1353.1,1248.4,1245,1265.2,1146.4,1179.3,1178.6,1157.3,1109.5,1083.4,1150.9,1124,1124
Sunderland,E08000024,1512.1,1485.4,1472.8,1364,1335.8,1319,1308.3,1336.9,1214.1,1245.6,1154,1202.8,1211.6,1183.2,1215.4,1164.4,1173.2
Birmingham,E08000025,1331.7,1320.6,1333.8,1245.1,1237.7,1194.7,1171.8,1160,1076.7,1093.4,1042.7,1062.5,1073.1,1066.2,1075.9,1034.4,1044.2
Coventry,E08000026,1251.3,1261.7,1288.6,1228.6,1246.1,1194.8,1155.5,1179,1082.6,1062.5,1041.5,1017.1,1042.7,1013.9,1057.2,1016.7,1074.8
Dudley,E08000027,1279.3,1298.4,1345.1,1212.4,1205.2,1142,1154.5,1117.7,1044,1029,1002.1,990.1,989.4,997.3,1027,980.7,970.7
Sandwell,E08000028,1442.6,1403.4,1465.6,1329.7,1314.4,1354.4,1328.5,1258.1,1213.1,1170.8,1109.7,1112.4,1165.8,1092.6,1144,1115.3,1136.3
Solihull,E08000029,1120.3,1129.7,1124.6,1009.7,1001.9,1006,949.2,968.6,863.3,874.9,844.1,891,879.2,865.8,858.4,866.3,868.7
Walsall,E08000030,1275.7,1244.4,1262.6,1205.8,1155.9,1235.4,1136.7,1185.4,1093.9,1069.4,1032.8,1024.7,1006,1057.3,1114.7,1049,1098.3
Wolverhampton,E08000031,1262.1,1266.3,1331.2,1245.9,1260.9,1244.7,1195.8,1186.8,1119.1,1141.7,1071.8,1074.3,1097.8,1068.4,1151.6,1108.1,1130.9
Bradford,E08000032,1347.2,1371,1279.6,1296.2,1254.4,1227.3,1241.5,1230.9,1130.8,1127.7,1090.8,1084.9,1146.1,1092.9,1104.9,1115,1093.9
Calderdale,E08000033,1274.4,1317,1271,1226.5,1211.5,1135.8,1119.9,1120.8,1115.2,1098.1,1059.6,1064.1,1058.8,1008.5,1048.2,1030.6,1057.5
Kirklees,E08000034,1332.8,1354,1322.8,1253.4,1217.2,1183.1,1225.6,1210.5,1128.7,1088.6,1066.3,1060.7,1037.6,1034,1058.4,1035.3,1021.4
Leeds,E08000035,1234.4,1239.3,1217.1,1165.9,1144.1,1112.3,1127.7,1144.2,1075.9,1088.8,1076.9,1084.7,1097.7,1033.1,1098.4,1062.7,1059
Wakefield,E08000036,1376.8,1353.7,1299.5,1280.9,1262.4,1212.9,1205.7,1235.5,1122,1138.3,1102.6,1098.4,1077.3,1045.1,1100.1,1060.2,1066.6
Gateshead,E08000037,1440.3,1384.1,1430.1,1328.7,1315.6,1223,1156.7,1241.9,1207.1,1124.5,1152.2,1159.8,1122.1,1114.1,1146.1,1134.6,1106.9
City of London,E09000001,659,1059.8,921.3,853.9,698,612.6,960.3,681.9,734.4,879.3,571.8,618.7,417.5,429,554.7,573.8,528.6
Barking and Dagenham,E09000002,1363.9,1329.3,1471.9,1272.3,1304,1243.7,1161.9,1231.8,1201,1098.3,1070.6,1105.6,1051.3,1083.8,1138.4,1003.3,1034.5
Barnet,E09000003,1112.8,1084.3,1063.7,1006.2,988.8,944,917.2,907.7,907.3,905,824.8,815.8,820.6,784.6,815.4,788,751.9
Bexley,E09000004,1169.4,1185.9,1204.7,1088.2,1047.3,1040,1006,1017,975.1,917.9,910.3,905.6,914,882.4,955.3,896.3,898.2
Brent,E09000005,1145.2,1137.2,1109.4,1042.2,1026.6,916.7,943.6,954,911.5,924.7,840.1,919,883,833.9,883.7,827.2,829
Bromley,E09000006,1127.5,1067.9,1097.7,1027.7,981.2,939.7,976.8,956.3,915.8,888.5,866.2,867.2,823.9,847,824.3,841.4,815.3
Camden,E09000007,1302.4,1230.9,1192.9,1183,1143.6,1055.3,1042.2,989.1,901.7,878.2,825.6,791.6,791.7,721.1,756.9,687.4,720.9
Croydon,E09000008,1174.3,1196.1,1223.5,1145.2,1088,1109.2,1001.4,1048.6,989.7,1018.3,957.3,968.7,881.3,906,954.8,879.5,888.9
Ealing,E09000009,1213.9,1165.3,1201.3,1138.9,1086.2,1008.6,976.9,1015.6,1008.4,970.7,921.6,924.4,896.5,872.3,868.6,853.6,814.6
Enfield,E09000010,1161.3,1173.3,1226.7,1125.7,1078.1,1045.5,987.5,1036.8,976.6,928.7,867.5,886.7,903,877.8,937.4,860.5,858.8
Greenwich,E09000011,1319.4,1288.8,1359.4,1255.6,1307,1199.3,1194.8,1192.4,1137.2,1096.1,1034,1047.3,1000.8,1022.1,1008.5,995.7,977.9
Hackney,E09000012,1228.3,1196.7,1197.7,1204.6,1140.1,1238.4,1094.8,1095.8,1058.9,1075.8,1018.5,1027.5,955.5,963.2,1017.6,949.5,944.9
Hammersmith and Fulham,E09000013,1136.8,1130.4,1189.3,1040.6,1056,927.3,1061.9,1082.4,970.8,950.3,1022.8,936.2,946,889.8,994,861.8,895.8
Haringey,E09000014,1298.9,1277.5,1327.4,1187,1062.6,1058.3,1106.1,1004.3,938.9,976.8,897.1,903.2,839.8,871.1,903.5,831.2,813.1
Harrow,E09000015,992,990.9,1012.3,981.7,966.2,923.2,870.7,844.9,817.5,783.4,763.1,775,742.8,735.4,765.9,706.9,711.2
Havering,E09000016,1209.7,1277.6,1249.2,1125.4,1159.5,1078.6,1069.6,1048.1,998.2,981.6,907,946.2,941.8,887,913.4,941.9,962.7
Hillingdon,E09000017,1186.3,1192.7,1162.8,1170.7,1072.9,1048.3,1008,1020.8,968.7,941.3,917,963.5,879.4,895.3,945.8,849.1,870.2
Hounslow,E09000018,1303.7,1363.1,1312.4,1282.9,1181.3,1160.7,1100.4,1082.1,1017.3,985.4,950.8,959.2,962.3,881.4,910.7,911,925.8
Islington,E09000019,1405.4,1324.4,1319.8,1321.7,1224.5,1226.4,1202.3,1192.4,1162.3,1046.2,1053.1,1024.8,1025.8,928.9,1013,890.5,969.3
Kensington and Chelsea,E09000020,925.3,893.3,869.6,816.2,820.3,741.2,785.6,786,774.1,763.3,793.3,786.5,701,690.5,707.9,668.1,694.9
Kingston upon Thames,E09000021,1199.2,1170.6,1192,1026.3,1042.6,1011.1,990.7,956.2,894.6,863.9,862.2,827.8,914.7,764.3,866.2,805.1,825.2
Lambeth,E09000022,1353.9,1307.8,1305.3,1278.3,1225.4,1239.2,1119.7,1218.6,1135.1,1042.9,997.4,1012.5,996,940.8,1018.1,961.1,924.8
Lewisham,E09000023,1410.4,1333.9,1345.6,1322.1,1297,1166.5,1166.1,1249,1082.9,1072.8,1059.6,978.3,976.5,979.4,1006.8,910,945.1
Merton,E09000024,1156.6,1082.2,1139.2,1018.7,998.3,990.6,988.8,993,926.7,878.9,885.5,922.8,929.7,890.5,912.1,862.1,859.8
Newham,E09000025,1426.3,1381.9,1359.2,1313.1,1339.3,1276.2,1195.4,1237.1,1148.5,1082.4,1008.2,1059.9,1028.2,981.6,1036,902.9,943.1
Redbridge,E09000026,1174.1,1153.3,1202.5,1105.9,1119.6,1041.1,1004.8,1024.4,952.6,946.1,901.8,879.6,914.3,822.4,941.2,843.9,821.3
Richmond upon Thames,E09000027,1087.3,1055.7,1079.4,1014.2,932,981.5,879.7,857,788.6,815.5,779.9,798,794.1,709.9,818.7,728,743.7
Southwark,E09000028,1255.8,1276.4,1286.4,1183.3,1187.2,1074.8,1088.6,1137.4,1031.5,1085.4,1008.8,948.6,956.3,968.8,948,922.2,909.7
Sutton,E09000029,1261.3,1167.6,1215.1,1081.7,1040.1,1029.9,1048.5,1018.1,970.8,960.8,891.5,905.1,906,962,864.5,918.7,842
