AREACD,AREANM,All_2012,All_2013,All_2014,All_2015,All_2016,All_2017,All_2018,Male_2012,Male_2013,Male_2014,Male_2015,Male_2016,Male_2017,Male_2018,Female_2012,Female_2013,Female_2014,Female_2015,Female_2016,Female_2017,Female_2018
E07000192,Cannock Chase,25.7619,21.376,19.5265,18.779,20.1348,16.4482,12.24750101,31.7301,22.1423,20.3971,19.886,27.6692,16.8727,16.13730404,19.7878,20.6142,18.6209,17.7574,12.6449,16.0864,8.717040015
E07000193,East Staffordshire,10.7134,17.4116,15.455,14.1727,20.1508,15.4766,14.12538846,8.3978,18.4242,15.3553,19.3539,22.4788,14.4258,9.371517429,13.1008,16.3999,15.5602,9.4206,17.6717,16.4728,18.61062207
E07000194,Lichfield,18.5969,20.0165,13.5742,16.0498,10.8143,9.6746,10.18610033,23.6336,25.2583,14.3859,19.1331,13.0198,11.2896,12.62507216,13.4997,14.4455,12.8654,12.9484,8.7422,8.1262,7.736168157
E07000195,Newcastle-under-Lyme,17.6557,20.9934,15.6058,13.093,20.247,18.6274,18.26168431,23.6881,22.6117,18.9795,9.6958,24.3277,20.4642,19.57716881,11.5141,19.514,11.9803,16.5487,16.6451,16.71,17.0732175
E07000196,South Staffordshire,14.1182,13.8053,6.9118,8.9926,10.7026,11.2434,12.40343774,18.5512,17.6101,6.8828,11.6332,13.886,17.2941,16.16246986,10.1048,10.0729,6.9365,6.2281,7.276,5.5275,8.650003723
E07000197,Stafford,15.8041,10.8955,13.4742,12.349,15.3047,8.4582,9.234397502,15.8625,11.1927,13.2528,11.8031,18.5176,11.2538,11.43696762,15.7495,10.6343,13.6765,12.8879,12.5778,5.5056,7.145278542
E07000198,Staffordshire Moorlands,11.195,9.1444,13.7073,14.104,9.0033,11.1397,8.727589992,15.4655,8.4486,12.6318,16.8829,9.6681,12.9549,11.57833768,7.1573,9.765,14.662,11.3251,8.3971,9.4512,6.0330669
E07000199,Tamworth,20.0961,10.7345,8.4757,12.2973,16.7408,18.4852,13.20329929,22.1271,11.3491,14.5531,12.9751,15.5286,26.9664,15.88280648,18.2546,10.1135,2.2493,11.7284,17.8927,10.3919,10.47654443
E07000218,North Warwickshire,14.2101,14.6493,15.343,10.7331,6.359,5.7304,14.37227798,15.3729,16.1413,13.2627,8.5228,7.6923,5.3574,15.69836944,13.1442,13.3898,17.1479,12.695,5.0985,6.0901,13.07241622
E07000219,Nuneaton and Bedworth,22.2292,13.6752,20.5745,15.9025,19.1474,16.3695,16.57172184,25.589,14.0368,22.6475,17.9928,22.5509,20.051,19.63171165,18.9796,13.3116,18.4631,13.7967,15.9302,12.6371,13.55247864
E07000220,Rugby,18.2228,15.9148,14.5211,11.919,15.7764,13.9971,23.06253637,21.031,17.3832,14.7528,13.9962,17.4982,17.1733,25.34686683,15.4438,14.5142,14.2789,9.8703,14.1183,11.3139,20.89165091
E07000221,Stratford-on-Avon,20.3616,14.2327,11.5281,11.868,11.093,9.7841,9.361399397,21.6938,15.6275,11.0949,13.9557,11.664,10.7798,14.08817204,19.1223,12.9659,11.9279,10.0562,10.5477,8.8323,4.88346508
E07000222,Warwick,15.3954,19.0318,14.5619,9.7695,15.6384,13.9115,9.907905775,16.3954,21.7033,18.1394,11.1448,21.4936,19.0534,9.947495656,14.4619,16.5411,11.0474,8.3836,9.4697,8.9835,9.868458195
E07000234,Bromsgrove,14.1722,9.7073,11.6193,13.6201,12.04,12.5782,8.535102899,13.5688,7.1018,10.646,13.625,11.7161,13.043,11.02223304,14.7689,12.2087,12.5149,13.6156,12.3662,12.1533,6.327610409
E07000235,Malvern Hills,15.0271,15.5968,13.9748,9.5167,12.368,10.6461,13.01109178,14.9531,16.8539,16.6129,10.8626,13.5917,14.0463,16.86469028,15.1014,14.3465,11.2268,8.1747,11.1756,7.5395,9.575233981
E07000236,Redditch,25.1432,24.277,17.5836,21.3964,19.4293,24.8111,20.47210593,31.8203,28.8984,18.1943,22.2095,17.9457,22.1166,18.14987451,18.8951,19.9615,17.0265,20.5772,20.9282,27.482,22.57029934
E07000237,Worcester,19.3113,13.945,23.7819,22.4514,15.4479,10.9795,10.47949274,20.7593,18.2199,26.6819,20.7556,21.7645,11.793,11.27020913,17.851,10.014,20.727,24.006,9.2733,10.0731,9.686522978
E07000238,Wychavon,16.5166,9.7886,15.4076,10.1825,8.5085,15.5479,6.811521693,18.1018,12.5714,18.5264,13.9743,8.9927,17.6935,6.016346764,15.0748,7.2344,12.4223,6.6302,8.0438,13.3997,7.601791531
E07000239,Wyre Forest,13.6328,18.5321,17.3059,18.1838,15.6323,14.166,14.80348759,14.039,20.5324,20.1409,21.1954,13.9306,15.6525,17.12526102,13.2323,16.687,14.7705,15.4334,17.1298,12.7816,12.4111447
E08000025,Birmingham,16.8893,18.9503,17.8865,15.9002,14.3037,13.7211,16.18956722,21.4051,23.7441,21.4857,16.4208,16.5799,16.999,19.15118087,12.5548,14.4089,14.5642,15.3979,12.0782,10.5917,13.32391822
E08000026,Coventry,17.1483,18.815,15.8409,16.6567,16.2595,15.8549,15.92782949,17.6998,22.3413,18.5152,19.1931,18.7703,19.394,19.86760232,16.5987,15.4578,13.0828,14.1045,13.8214,12.3247,12.02997304
E08000027,Dudley,16.7657,20.2078,18.4292,18.5297,15.5912,13.6963,13.03587968,19.5903,22.6447,21.542,18.7612,18.5506,16.7283,15.2004855,14.0708,17.8728,15.3637,18.308,12.6471,10.8267,11.01023869
E08000028,Sandwell,22.9476,22.6462,20.3529,17.7318,18.9866,17.423,16.72829882,26.9074,25.6279,23.4835,21.6259,21.1609,18.8714,19.42539148,19.27,19.8321,17.3739,13.9852,16.9181,16.0007,14.05480296
E08000029,Solihull,12.9202,13.6903,12.1682,11.6085,11.7036,10.47,11.40706003,13.5374,14.8368,13.8198,11.7321,12.0592,11.8558,11.84314711,12.368,12.6828,10.6862,11.4989,11.3933,9.178,10.99498824
E08000030,Walsall,21.5114,19.5171,19.1008,17.628,16.0399,14.4897,15.59702611,23.019,21.0808,20.131,19.6833,16.9494,15.4144,18.20094333,20.0639,18.0104,18.1253,15.6632,15.1792,13.6386,13.12138676
E08000031,Wolverhampton,22.9422,21.5715,20.893,19.2721,16.4767,14.4249,16.7369831,25.6761,24.463,22.8804,20.4591,19.4954,15.7639,19.80183802,20.3655,18.814,19.0186,18.1894,13.6309,13.1322,13.80288882
E07000244,East Suffolk,18.86320742,22.04971168,19.38994647,15.97528587,16.13721496,13.58900107,15.0610671,24.40065489,25.4240695,23.18440457,16.31717492,17.50045417,16.85040053,18.32475143,13.99599116,18.76589363,15.87633151,15.64013689,14.91209273,10.56216173,12.17896784
E07000245,West Suffolk,20.66106858,15.66329955,21.32880332,16.87762041,14.13804652,16.30209961,11.74072468,25.76894035,19.84659957,22.30945966,20.36543464,15.77991406,19.14298019,13.61352069,15.74141414,11.56584214,20.3618287,13.47764161,12.39141021,13.64029399,9.921813066
E06000031,Peterborough,20.6776,19.5713,17.6287,18.0889,17.618,17.6127,19.48380257,24.0175,23.7612,22.268,19.9715,18.5641,20.4866,23.03814807,17.4233,15.5316,13.3022,16.1843,16.672,14.7949,15.98424772
E06000032,Luton,20.8886,19.0894,21.2616,15.8191,16.3368,14.3171,15.9853489,24.2399,23.7815,25.0412,19.1516,20.1882,19.1292,22.05399032,17.5792,14.3888,17.4814,12.4788,12.4288,9.5067,9.93787267
E06000033,Southend-on-Sea,18.9269,20.0899,19.4087,18.7966,17.1768,17.9892,15.93909339,20.8297,20.1511,19.723,20.0708,18.4843,19.6875,17.40539121,17.1738,20.0332,19.111,17.5909,15.8924,16.3696,14.59324055
E06000034,Thurrock,19.4368,19.5373,20.8619,21.273,20.823,17.674,17.90688265,19.4552,21.378,24.3695,23.6564,24.363,22.1753,20.34952373,19.4197,17.7789,17.5081,19.1066,17.4471,13.5333,15.52045039
E06000055,Bedford,16.948,15.6341,13.508,17.2582,15.051,16.1662,15.26894905,21.6165,21.4477,18.5056,20.7576,17.3282,17.2609,19.47935221,12.6078,9.9524,8.9808,13.9117,12.8385,15.1049,11.1643912
E06000056,Central Bedfordshire,18.2136,18.6738,18.5218,16.6524,10.2746,15.8403,13.75765041,20.3591,20.7167,21.0311,17.9045,10.2172,16.9796,14.67489688,16.1514,16.656,16.003,15.4268,10.3295,14.7282,12.87545073
E07000008,Cambridge,13.3875,9.1805,16.4641,17.7086,15.1368,16.9795,14.10913088,15.2984,8.3585,16.6046,19.0422,12.3747,20.8439,20.20849355,11.2385,9.9885,16.3069,16.2172,17.9131,12.6059,6.73126615
E07000009,East Cambridgeshire,19.6401,18.9373,16.1763,14.3677,15.3376,15.3466,10.79897571,25.3168,22.2346,20.578,15.4478,13.4764,13.5366,12.76622598,14.6532,15.9864,11.8179,13.279,17.0423,17.1691,8.981459888
E07000010,Fenland,31.3189,24.3491,21.6826,26.4014,21.5778,16.3159,19.35947019,34.8444,25.9463,24.8227,35.9417,25.8604,20.8566,26.43869187,28.1946,22.9544,18.6812,17.7843,17.8413,12.3761,13.34848122
E07000011,Huntingdonshire,18.789,12.7164,15.1589,13.902,13.968,13.9533,14.43804532,21.2179,13.3439,16.9638,15.8933,14.9854,15.2327,17.17597471,16.5253,12.1016,13.4845,12.0581,12.9224,12.6805,11.6297921
E07000012,South Cambridgeshire,15.4658,11.5078,11.5527,12.7749,12.7528,11.2849,10.38197845,16.0104,15.7464,14.2342,14.7568,13.4558,11.4708,13.57323232,14.9588,7.4462,9.0452,10.8975,12.068,11.1032,7.603517772
E07000066,Basildon,20.4054,17.6155,17.9039,17.7569,16.8034,16.719,15.6574272,27.0198,21.1647,20.3205,19.6817,18.3244,19.2628,16.56880149,14.4505,14.235,15.6264,16.086,15.2919,14.3063,14.77844767
E07000067,Braintree,18.9776,17.8504,13.5526,20.1595,15.8445,17.154,16.07824863,24.1672,22.6255,17.3769,22.488,19.9366,19.6885,16.86341873,14.4709,13.3463,10.0839,18.1126,12.0873,14.3892,15.29310723
E07000068,Brentwood,7.669,10.8454,13.313,16.0605,11.9913,6.4835,6.77386247,3.3922,15.5409,17.8133,23.8111,19.6103,9.8615,7.754295271,11.7425,6.4064,9.4567,8.4635,4.7423,3.3508,5.793355128
E07000069,Castle Point,16.4431,20.0505,26.0643,19.1559,20.3464,21.4848,15.41717216,12.0738,23.5881,34.268,22.3795,24.4874,20.395,15.87642444,20.7248,17.1144,19.5659,16.1587,16.1388,22.558,14.99069396
E07000070,Chelmsford,17.477,14.5695,13.7463,10.6694,14.0929,12.0171,12.07624339,23.4698,20.0604,16.1177,14.0379,18.9403,10.4097,12.57556864,11.9218,9.1959,11.6249,7.6323,9.9029,13.5957,11.59862302
E07000071,Colchester,20.3732,27.0316,20.9501,19.7568,8.9216,15.9936,14.7404548,26.4119,35.2445,20.7299,23.2261,10.417,18.6627,17.57698589,14.4528,19.3387,21.1667,16.6438,7.4575,13.3761,11.93055435
E07000072,Epping Forest,15.3416,18.7885,19.9025,22.1087,8.4953,7.8429,13.80150642,15.7951,20.9445,22.4615,26.2212,11.8803,12.4729,19.56527013,14.924,16.7426,17.4646,17.9215,5.5477,3.9116,8.467841509
E07000073,Harlow,24.5273,28.2443,26.3386,22.8914,21.4005,14.8082,20.61071324,28.6054,36.827,36.5936,25.2274,19.6889,14.5482,27.61097744,20.3949,20.2949,17.2414,20.7995,22.9331,15.0349,13.81725888
E07000074,Maldon,15.746,22.8206,26.2756,18.0547,8.1043,5.3263,15.3298641,22.1393,28.0068,29.8953,21.9003,8.6416,7.0519,16.34730274,10.0373,16.5437,22.9995,13.7721,7.5816,3.851,14.36817668
E07000075,Rochford,14.9251,16.6053,13.0451,12.531,19.0398,10.9781,9.401992399,19.1032,19.171,16.3278,14.9277,14.7618,15.225,16.36744768,10.6821,14.0906,9.8595,10.1389,22.829,7.3695,4.236969439
E07000076,Tendring,23.001,19.6056,23.0015,19.3248,18.0727,16.7188,14.73381655,22.0269,16.1333,20.4452,17.3193,19.9713,18.1725,16.0797043,23.8431,22.6405,25.3378,21.1555,16.376,15.4628,13.51245509
E07000077,Uttlesford,10.5864,8.6235,6.0676,10.72,6.4207,12.327,10.62354576,15.9588,11.5596,7.7693,7.2531,7.5995,13.3455,8.869157645,5.5866,5.8054,4.2908,13.9174,5.2955,11.3186,12.19880857
E07000095,Broxbourne,17.3798,18.3657,17.8718,16.1735,16.4961,20.5086,18.20629051,19.8362,18.8622,18.5744,23.082,23.8748,26.2103,22.28784386,15.1777,17.9537,17.2392,10.1447,10.1061,15.4216,14.28701401
E07000096,Dacorum,18.2376,13.1617,13.8798,18.9629,10.9906,9.0859,14.30681399,17.476,14.9124,17.89,19.8223,11.1925,12.8963,17.36100235,18.8943,11.6249,10.1308,18.1305,10.7924,5.5022,11.44643479
E07000098,Hertsmere,20.6618,18.2619,21.4598,15.986,16.3132,17.6783,11.11142622,19.5134,20.9146,21.1734,18.3291,23.8809,22.6889,16.3907725,21.6547,16.2273,21.692,14.0979,9.4777,13.4357,7.183836985
E07000099,North Hertfordshire,13.3879,14.3079,16.5942,14.2149,8.064,10.9133,8.789834816,19.2624,16.0127,22.8453,17.6693,10.2526,12.3305,10.09614407,7.9481,12.4709,10.8549,10.7053,5.9012,9.4821,7.483020863
E07000102,Three Rivers,19.4342,15.6832,12.6802,13.7869,18.5353,11.7583,14.65366342,22.8165,13.9485,12.1735,20.4724,21.5683,19.2189,19.4286909,16.0984,17.3175,13.1101,8.0632,16.1747,4.8151,9.235149322
E07000103,Watford,14.3207,13.507,19.2764,12.4513,9.037,13.2729,7.375314008,13.0151,15.4871,23.5877,13.9598,14.2094,11.519,10.0294641,15.8125,11.5834,14.5635,11.0956,4.3139,15.127,4.888050521
E07000143,Breckland,14.8096,16.9225,18.8078,15.7683,11.9304,17.6283,16.11800118,14.6735,19.3251,23.1494,19.8291,13.8787,19.9335,22.21647113,14.9447,14.5441,14.6114,11.8997,9.9984,15.3177,10.09504336
E07000144,Broadland,15.6465,10.4005,13.7095,12.7933,8.2284,9.4201,7.356294131,17.6343,12.5453,16.1594,11.8415,10.8347,11.099,10.25220422,13.8753,8.4665,11.5017,13.6402,5.663,7.7866,4.57561379
E07000145,Great Yarmouth,22.7352,18.5451,19.1778,24.1092,15.6762,15.1257,20.56203657,28.3189,25.4082,23.6295,29.6307,20.1234,21.9815,24.07290804,17.1342,11.5877,14.8843,19.2091,11.1176,8.011,17.19435438
E07000146,King's Lynn and West Norfolk,21.204,15.4038,16.2307,17.5089,15.4937,15.4661,16.41621677,25.5305,14.4516,18.1995,20.7807,20.9869,18.901,15.52511416,17.4849,16.2582,14.4802,14.3769,10.3931,12.0982,17.26423167
E07000147,North Norfolk,15.8994,13.3557,14.0532,12.2593,8.4929,10.4849,13.18526439,21.6252,16.8949,20.5372,12.8355,10.4089,12.0638,16.17747261,10.4391,10.0964,7.8908,11.7268,6.7385,9.1473,10.59892176
E07000148,Norwich,23.2152,27.4113,25.3361,18.8682,21.4358,16.0521,19.23154799,26.7608,27.3896,28.9058,19.0319,23.6049,15.8616,25.14749113,19.6548,27.4329,21.6386,18.72,19.3913,16.2312,13.86651958
E07000149,South Norfolk,17.1735,18.82,10.4837,10.2525,11.7305,11.4497,8.607541941,16.4714,21.2459,9.0604,12.7435,12.3864,12.4687,11.25166168,17.8169,16.5046,11.7567,7.9225,11.1381,10.5255,6.167704839
E07000200,Babergh,11.7683,11.3165,15.4567,17.2427,8.5982,7.277,9.333120613,16.4447,13.1847,18.9444,20.6212,5.1007,7.7757,12.75896087,7.3168,9.7868,11.922,14.3374,11.8993,6.802,6.104741246
E07000202,Ipswich,19.9032,24.1444,24.6493,18.3196,19.8062,20.0335,17.07083698,20.5273,27.0472,25.7586,20.3144,21.7056,22.6104,19.28599226,19.2537,21.2736,23.626,16.6059,17.9459,17.6331,14.83502853
E07000203,Mid Suffolk,16.7906,15.2448,13.8925,11.58,10.9826,7.3902,8.288179316,20.3966,17.6858,14.5473,11.7341,12.1648,8.6044,9.374025974,13.5934,13.0934,13.2556,11.4281,9.8705,6.2143,7.304969543
E07000240,St Albans,15.0797,12.4368,8.8261,8.5547,8.7374,10.1414,10.999105,17.5808,11.9911,10.4696,14.4415,9.8441,8.4526,15.97269367,12.5682,12.8318,7.2812,2.907,7.6636,11.7505,6.033849803
E07000241,Welwyn Hatfield,19.4744,19.8219,18.8538,19.1212,13.7168,14.5292,12.13863866,23.1822,22.2278,21.4574,22.2336,13.6574,10.8392,10.84724438,16.3215,17.3543,16.1739,15.931,13.7855,17.6624,13.39527766
E07000242,East Hertfordshire,14.7588,14.575,17.4558,16.1223,15.1958,9.4913,9.929201993,18.1494,15.0265,17.4634,22.9948,18.9473,13.2751,11.66137136,11.8164,14.1221,17.4482,9.8683,11.6137,5.8774,8.373428012
E07000243,Stevenage,24.0104,15.368,23.0735,21.6497,24.3818,14.8896,15.69101384,28.7375,19.7709,24.752,22.4114,23.9466,17.3963,22.0495435,19.1027,11.3287,21.5431,20.888,24.7517,12.773,9.502809356
E07000245,West Suffolk,20.66106858,15.66329955,21.32880332,16.87762041,14.13804652,16.30209961,11.74072468,25.76894035,19.84659957,22.30945966,20.36543464,15.77991406,19.14298019,13.61352069,15.74141414,11.56584214,20.3618287,13.47764161,12.39141021,13.64029399,9.921813066
E09000001,City of London,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z
E09000002,Barking and Dagenham,22.7532,22.6897,23.0876,18.4295,18.7583,18.6539,22.43062941,25.2825,28.495,27.9825,21.7785,22.0402,22.5094,26.5081592,20.4579,17.5569,18.7778,15.3032,15.835,15.1405,18.84883314
E09000003,Barnet,15.5742,15.2896,13.9644,14.6027,14.7775,17.2656,10.90692006,20.8017,19.1008,18.7484,19.2761,19.505,22.0857,13.5775024,10.9726,11.8252,9.4432,10.2635,10.2331,12.8023,8.412982261
E09000004,Bexley,15.3513,17.5317,14.8442,14.1598,12.5459,11.6884,12.17893267,18.9393,21.2481,15.8757,15.3649,14.3016,13.2212,13.22510206,12.0484,14.2181,13.9024,13.1019,10.9681,10.3047,11.22701308
E09000005,Brent,16.7368,13.9793,16.1547,12.205,12.8062,15.7856,17.13103274,21.8533,17.4543,21.4254,16.1205,15.9209,22.5137,23.94516708,11.7813,10.4598,10.9948,8.0791,9.593,8.6719,9.92084824
E09000006,Bromley,17.4096,15.1263,12.7312,14.22,13.8109,13.7574,13.88211121,17.9723,18.4915,13.453,15.5356,16.8624,14.0879,13.3722993,16.9061,12.0215,12.0936,13.0229,11.0323,13.4737,14.31371929
E09000007,Camden,17.5324,17.2599,15.944,15.8773,11.4222,16.3587,10.94870077,21.0457,19.3301,18.3009,20.9287,13.4602,21.5329,12.21245748,14.3145,15.2146,13.5976,10.6121,9.3828,11.0459,9.716215416
E09000008,Croydon,18.5561,18.1353,17.6519,17.9596,13.2023,12.0044,11.36862795,22.8862,16.6786,18.4871,22.1681,15.0303,13.799,11.04145665,14.5712,19.4573,16.9199,14.1445,11.4484,10.3573,11.6618899
E09000009,Ealing,17.3794,14.9201,16.2924,15.0689,15.4392,11.0004,9.165426537,23.5667,20.6641,21.1336,20.5545,19.8738,16.8282,10.46669505,11.1453,9.2973,11.466,9.3763,10.8482,5.0794,7.860888055
E09000010,Enfield,19.3234,16.7241,15.0064,16.8489,13.0518,14.9206,13.70139897,21.4979,20.4218,18.7078,23.1052,18.3307,18.0641,13.01083444,17.3796,13.3428,11.6252,11.3723,8.3169,12.0652,14.35005965
E09000011,Greenwich,18.5967,17.7887,18.133,14.2317,17.4203,16.896,18.13460045,21.3929,19.8377,18.1972,16.6832,18.8766,20.1059,19.23678606,15.8446,15.8266,18.0689,11.9072,15.9875,13.6808,16.98959906
E09000012,Hackney,22.3328,20.8131,20.1328,20.5407,19.6312,21.4206,14.76462308,28.7893,25.7433,26.2476,25.4309,24.6786,26.2248,16.18837304,16.2175,15.9763,14.3844,15.8657,14.8807,16.854,13.3485288
E09000013,Hammersmith and Fulham,22.258,22.7748,22.9068,18.6418,19.6483,13.5847,12.07213312,27.0522,25.1979,27.6705,21.5894,20.1618,14.1146,18.62629338,17.839,20.4452,18.3816,15.8606,19.1445,13.0632,5.908479925
E09000014,Haringey,19.8354,18.481,20.4573,21.9863,17.709,15.6097,17.71174613,24.7072,23.01,26.2188,30.2387,24.4748,19.9714,23.77090067,15.1794,14.1609,14.4732,13.7675,11.0864,11.1805,11.7469702
E09000015,Harrow,11.6132,11.7371,11.9233,13.1602,7.3816,9.0369,10.83223175,15.2395,16.7248,16.192,17.1644,9.8335,12.9755,13.87860844,8.0994,6.8559,7.9342,9.303,5.1268,5.382,7.766705414
E09000016,Havering,20.1855,19.7554,19.7596,17.2733,14.9162,13.4809,14.98359826,21.6198,22.6545,22.0193,18.7223,15.9916,14.6406,18.79171602,18.905,17.1736,17.7227,15.9526,13.8904,12.4331,11.51796597
E09000017,Hillingdon,17.8049,14.0607,17.544,16.8065,15.2183,11.6414,17.14502011,22.613,17.591,19.373,19.775,16.1031,12.1749,18.84516681,13.2744,10.7009,15.8317,14.023,14.3509,11.1211,15.45977011
E09000018,Hounslow,18.5226,15.0163,14.4054,14.1029,13.8126,12.6244,13.93002273,23.7674,21.0378,17.6008,17.0907,16.3951,14.9321,15.62706129,12.8585,8.9357,11.1582,11.1112,11.0826,10.0615,12.13067232
E09000019,Islington,19.3205,19.7134,20.958,17.5741,13.4442,20.0725,15.57076384,22.3227,21.3953,23.2313,20.2705,16.5677,24.8021,18.68290732,16.4833,18.131,18.7805,14.9974,10.3603,15.294,12.45405072
E09000020,Kensington and Chelsea,17.9428,16.8825,20.3196,18.8041,17.9699,13.1544,14.9392799,22.9485,18.0041,23.7103,22.0572,23.5022,16.0466,15.84960089,13.219,15.8333,17.1016,15.5727,12.7708,10.5231,14.02421946
E09000021,Kingston upon Thames,15.8249,15.0876,12.3923,16.1579,13.8204,15.452,11.23879155,17.8136,16.9784,12.8208,18.3032,14.5736,17.3494,12.09459359,13.9308,13.3471,11.9701,14.0217,13.0919,13.5861,10.37803889
E09000022,Lambeth,22.0043,19.8554,19.0236,21.1888,17.3245,14.6414,12.35876499,27.7548,23.7316,22.6729,25.2721,18.1908,18.9545,13.55902626,16.2203,16.1552,15.6278,17.2799,16.4551,10.2439,11.18398579
E09000023,Lewisham,21.3354,22.711,21.1465,16.6589,21.1861,15.4933,16.73045735,25.2302,27.4902,25.3196,20.6974,23.7715,15.1649,18.60515773,17.7306,18.2111,17.1562,12.4686,18.6223,15.8018,14.9345406
E09000024,Merton,16.766,12.806,12.8349,14.6475,12.7337,11.4958,10.87395593,21.5824,13.772,14.8565,16.9718,15.7547,15.1046,12.90404786,12.1708,11.9039,10.9618,12.4569,9.8169,7.9631,8.956263937
E09000025,Newham,19.26,18.8697,20.8762,20.0098,22.3303,19.0757,18.2187748,25.6862,24.6145,27.7373,26.2212,29.0945,25.108,25.32083145,11.9796,12.3297,13.0446,13.1355,14.5855,12.321,9.266449586
E09000026,Redbridge,16.6017,11.7374,13.7622,11.5482,10.377,12.1484,13.19885818,23.6104,17.089,17.4119,15.6183,14.4035,16.5872,18.1260839,10.0963,6.6749,10.2752,7.6135,6.3715,7.7201,8.412780798
E09000027,Richmond upon Thames,12.9744,11.2815,12.7487,11.8189,12.1069,9.8136,5.861280377,13.7159,13.4142,14.5736,14.6883,14.5398,12.5675,6.612158894,12.3087,9.3267,11.0111,9.2068,9.9523,7.3504,5.146425191
E09000028,Southwark,19.8913,17.9919,16.7681,15.8849,15.316,12.2347,14.47672809,22.4844,21.167,19.6605,21.2085,20.9269,15.1467,15.30473167,17.3396,14.804,13.952,10.7943,10.0918,9.4003,13.62221516
E09000029,Sutton,17.4472,18.1157,14.8338,14.3583,12.8028,12.7706,14.06248936,20.9846,20.0671,15.0421,17.1177,14.5065,13.7163,15.28041792,14.2593,16.2946,14.6467,11.8458,11.3818,11.9505,12.92219263
E09000030,Tower Hamlets,18.1641,18.5956,22.6668,19.944,18.0406,19.7035,20.34545826,25.0179,25.6809,29.2205,24.4144,24.5367,25.7416,28.52204364,11.0822,11.2178,15.6471,15.3299,11.2264,13.0983,11.59398005
E09000031,Waltham Forest,20.2526,18.7873,21.646,17.7104,19.6667,16.3565,11.71969413,23.5663,23.6078,31.0331,24.1848,28.0146,22.1328,13.70727928,17.0251,13.8778,12.4726,11.4863,11.1979,10.3651,9.752052409
E09000032,Wandsworth,15.0645,16.7649,14.7262,13.7246,14.598,13.1966,12.15196954,18.7932,18.0452,21.0378,15.3802,16.0619,17.4422,14.62153003,11.6459,15.5959,9.0605,12.3081,13.311,9.2715,10.06243348
E09000033,Westminster,17.7361,17.3492,17.5649,15.0756,12.8655,14.1099,11.51804727,21.6992,21.9881,20.2925,18.9689,14.1164,15.3275,13.84051053,13.5857,12.0903,14.6205,10.89,11.5047,12.7974,8.983008085
E06000035,Medway,25.4866,22.9839,22.1847,22.2595,18.9657,17.6233,14.71978885,27.1927,24.5614,22.8855,24.0867,20.4886,20.1117,14.68078708,23.8261,21.4818,21.5103,20.5286,17.4624,15.2241,14.75641286
E06000036,Bracknell Forest,19.3578,16.2308,16.846,16.686,16.0546,13.2628,10.93871132,21.0925,16.5284,18.5124,18.3271,17.9461,16.2049,12.33742527,17.7086,15.9464,15.2552,15.1311,14.2577,10.4507,9.619523113
E06000037,West Berkshire,18.0789,16.3474,15.6033,14.0743,12.8361,13.0515,10.07538009,20.687,19.2718,16.9816,17.4656,14.3414,16.2496,13.94358342,15.5528,13.5053,14.2312,10.7547,11.3659,9.9163,6.145472029
E06000038,Reading,20.6156,20.3706,18.7372,17.6021,15.8323,13.5905,13.01022237,24.434,24.3531,21.2137,20.574,19.3601,17.3567,13.50219837,16.8372,16.4461,16.2731,14.7295,12.3285,9.9394,12.53201351
E06000039,Slough,21.3926,21.5365,19.3544,18.2152,18.0432,16.6127,21.26024691,25.679,24.4959,23.0055,21.7432,20.474,20.8926,27.02433304,17.343,18.5895,15.7084,14.6174,15.6788,12.3702,15.37186782
E06000040,Windsor and Maidenhead,14.6906,15.2072,12.0877,13.0116,12.2233,11.1609,8.413521287,18.3169,17.3434,14.2203,16.32,15.9486,13.4673,9.154723067,11.2414,13.1923,10.0626,9.7792,8.6939,9.0211,7.71733517
E06000041,Wokingham,12.7184,11.1476,9.4525,9.4714,8.7699,8.1314,8.235748079,12.6391,13.0828,9.9364,10.661,9.7095,10.397,11.33311497,12.795,9.3234,8.993,8.303,7.8471,5.9997,5.30022057
E06000042,Milton Keynes,18.4164,20.0124,19.3502,16.3908,14.5116,13.2572,13.400906,21.3198,22.1056,21.2787,18.3631,16.1413,16.5148,15.44319315,15.5471,18.0145,17.4651,14.5303,12.8703,10.1997,11.48566362
E06000043,Brighton and Hove,24.7258,26.0696,24.4244,20.9092,19.8915,17.974,19.30823401,30.1342,30.9719,26.2877,23.1808,21.8629,20.4772,21.43208683,19.5217,21.1783,22.5741,18.6728,17.9009,15.5277,17.17862585
E06000044,Portsmouth,24.0779,22.0376,21.477,19.817,20.058,15.1733,17.51089082,25.4022,22.6451,23.2967,22.5295,22.5372,16.1084,18.01713497,22.7349,21.4095,19.6399,17.1462,17.5356,14.2744,17.02229541
E06000045,Southampton,21.3387,21.3886,20.3847,20.4796,17.8391,17.3774,16.1866562,22.5787,24.2155,22.0929,23.0518,20.5007,19.1075,15.90900103,20.09,18.5684,18.586,17.7472,14.9723,15.5437,16.48206002
E06000046,Isle of Wight,19.3979,16.4049,16.7671,16.371,15.3461,14.0896,13.2383422,20.757,16.7902,19.6533,16.6712,15.1328,13.6357,14.18191451,18.1745,16.0618,14.1743,16.0982,15.5421,14.5093,12.38737201
